traffic_source,created_at,total_margin,smoothed_margin
Display,2020-09-21T00:00:00.000000+0000,192.64914309408948,509.55401605878217
Display,2020-09-28T00:00:00.000000+0000,242.66250014584512,464.04112810465006
Display,2020-10-05T00:00:00.000000+0000,596.7994999888394,428.7428591685743
Display,2020-10-12T00:00:00.000000+0000,425.6787614103358,463.6011315688309
Display,2020-10-19T00:00:00.000000+0000,378.30423259142833,373.2915274388229
Display,2020-10-26T00:00:00.000000+0000,501.7044000775169,380.51034826210406
Display,2020-11-02T00:00:00.000000+0000,648.5336822025283,459.7757859697
Display,2020-11-09T00:00:00.000000+0000,0.0,405.7469349208254
Display,2020-11-16T00:00:00.000000+0000,250.39970968033836,370.5766189934398
Display,2020-11-23T00:00:00.000000+0000,876.7860018066131,360.204013659265
Display,2020-11-30T00:00:00.000000+0000,164.5686915978428,392.0644077747631
Display,2020-12-07T00:00:00.000000+0000,144.31623399125084,321.60299702875346
Display,2020-12-14T00:00:00.000000+0000,295.3233899180299,433.98844721267176
Display,2020-12-21T00:00:00.000000+0000,756.5875530015014,484.5974382424481
Display,2020-12-28T00:00:00.000000+0000,84.84239623445123,421.1382546826166
Display,2021-01-04T00:00:00.000000+0000,899.0836014713466,450.9249062293755
Display,2021-01-11T00:00:00.000000+0000,655.2716379185495,473.35806525409345
Display,2021-01-18T00:00:00.000000+0000,369.11253332796065,485.4982448652837
Display,2021-01-25T00:00:00.000000+0000,402.8619039719139,517.2165059680201
Display,2021-02-01T00:00:00.000000+0000,323.78150618899406,621.3590163185984
Display,2021-02-08T00:00:00.000000+0000,392.4448268075523,535.0881909944452
Display,2021-02-15T00:00:00.000000+0000,1010.3336418233929,456.6644112072749
Display,2021-02-22T00:00:00.000000+0000,917.9824790390771,435.77835433930767
Display,2021-03-01T00:00:00.000000+0000,208.91699887812138,400.6298476239077
Display,2021-03-08T00:00:00.000000+0000,27.88139962118715,575.4203523350338
Display,2021-03-15T00:00:00.000000+0000,202.02407838422252,568.3157999838459
Display,2021-03-22T00:00:00.000000+0000,121.6738502487145,677.3265633282344
Display,2021-03-29T00:00:00.000000+0000,1722.105543878003,598.9337433735026
Display,2021-04-05T00:00:00.000000+0000,335.6084079980479,590.027857422916
Display,2021-04-12T00:00:00.000000+0000,1882.419748578502,739.8298910772531
Display,2021-04-19T00:00:00.000000+0000,290.83991940122274,872.0476118631219
Display,2021-04-26T00:00:00.000000+0000,137.66991127342746,973.2157905730847
Display,2021-05-03T00:00:00.000000+0000,1226.297668855885,788.6927087127513
Display,2021-05-10T00:00:00.000000+0000,1259.7658446711728,827.0544478323189
Display,2021-05-17T00:00:00.000000+0000,931.0192799284173,604.048004160368
Display,2021-05-24T00:00:00.000000+0000,245.92088899533528,625.4362826373783
Display,2021-05-31T00:00:00.000000+0000,642.5023209545894,652.7967132406428
Display,2021-06-07T00:00:00.000000+0000,98.3681992028944,560.6214015323444
Display,2021-06-14T00:00:00.000000+0000,461.9461472173049,431.22869103998283
Display,2021-06-21T00:00:00.000000+0000,356.5533560995435,419.12756452836516
Display,2021-06-28T00:00:00.000000+0000,488.89517518949765,442.564336333625
Display,2021-07-05T00:00:00.000000+0000,224.62416073228061,375.140041517387
Display,2021-07-12T00:00:00.000000+0000,834.2102678354759,546.8069816143419
Display,2021-07-19T00:00:00.000000+0000,433.4150634374137,504.20229867006293
Display,2021-07-26T00:00:00.000000+0000,103.10796242468521,553.2188758582913
Display,2021-08-02T00:00:00.000000+0000,1471.7037199785334,645.3455458709233
Display,2021-08-09T00:00:00.000000+0000,121.10868366307363,639.3106485708256
Display,2021-08-16T00:00:00.000000+0000,748.6859736053706,545.3926150608223
Display,2021-08-23T00:00:00.000000+0000,1225.9085352905533,530.762354113872
Display,2021-08-30T00:00:00.000000+0000,176.34498233149986,605.313307072176
Display,2021-09-06T00:00:00.000000+0000,82.8659997554496,514.1485170610047
Display,2021-09-13T00:00:00.000000+0000,316.3729758618105,560.7138269626138
Display,2021-09-20T00:00:00.000000+0000,699.5155860911178,577.0142484517831
Display,2021-09-27T00:00:00.000000+0000,742.3853998891622,518.3922737867281
Display,2021-10-04T00:00:00.000000+0000,493.6311628759468,557.3531848670137
Display,2021-10-11T00:00:00.000000+0000,879.0893455187255,630.8011497255812
Display,2021-10-18T00:00:00.000000+0000,756.9327379701123,625.8715651328255
Display,2021-10-25T00:00:00.000000+0000,488.03227097378567,614.6191725194773
Display,2021-11-01T00:00:00.000000+0000,670.4497186239893,683.8250739080415
Display,2021-11-08T00:00:00.000000+0000,276.9362991197638,692.8987231421859
Display,2021-11-15T00:00:00.000000+0000,609.4964451843325,604.1350492299653
Display,2021-11-22T00:00:00.000000+0000,1296.0326109976763,607.9034573208494
Display,2021-11-29T00:00:00.000000+0000,566.2203567491017,690.9145137927082
Display,2021-12-06T00:00:00.000000+0000,168.97995422096102,622.1451016749742
Display,2021-12-13T00:00:00.000000+0000,787.0800026971847,650.7470428101335
Display,2021-12-20T00:00:00.000000+0000,1152.1207227486566,645.3942175624866
Display,2021-12-27T00:00:00.000000+0000,120.29442168211742,515.2152699723665
Display,2022-01-03T00:00:00.000000+0000,505.75182820103754,540.8246988434323
Display,2022-01-10T00:00:00.000000+0000,566.6738432031572,569.5090485006876
Display,2022-01-17T00:00:00.000000+0000,254.60103027671602,494.52518847409186
Display,2022-01-24T00:00:00.000000+0000,771.0957877176284,480.1908950760044
Display,2022-01-31T00:00:00.000000+0000,398.45475147900356,483.7915923455532
Display,2022-02-07T00:00:00.000000+0000,187.20912248441866,465.45205164621973
Display,2022-02-14T00:00:00.000000+0000,1037.4463755639558,550.2556331576733
Display,2022-02-21T00:00:00.000000+0000,149.09999983850867,679.4130478434845
Display,2022-02-28T00:00:00.000000+0000,359.0355026063696,733.8705556840644
Display,2022-03-07T00:00:00.000000+0000,1245.1024952947857,965.7178258687343
Display,2022-03-14T00:00:00.000000+0000,1287.8603477632057,1043.7695642744427
Display,2022-03-21T00:00:00.000000+0000,1206.7558504422666,980.4417091744269
Display,2022-03-28T00:00:00.000000+0000,2253.2329129563636,1047.4738862367358
Display,2022-04-04T00:00:00.000000+0000,811.6230297300863,1149.5643245988383
Display,2022-04-11T00:00:00.000000+0000,530.8235347638289,1018.9249047334068
Display,2022-04-18T00:00:00.000000+0000,685.3574163369798,857.9423612630061
Display,2022-04-25T00:00:00.000000+0000,1175.75900950319,810.7231905653242
Display,2022-05-02T00:00:00.000000+0000,199.98713637133378,806.0062640394051
Display,2022-05-09T00:00:00.000000+0000,0.0,737.230135594639
Display,2022-05-16T00:00:00.000000+0000,829.0024848608119,703.969518770609
Display,2022-05-23T00:00:00.000000+0000,2215.49750074901,787.6926954464143
Display,2022-05-30T00:00:00.000000+0000,261.4140021719578,767.5110351405292
Display,2022-06-06T00:00:00.000000+0000,264.73860017158984,832.9934010284497
Display,2022-06-13T00:00:00.000000+0000,1355.1428297434213,1128.5991254480068
Display,2022-06-20T00:00:00.000000+0000,1014.3057270561087,1262.4895022077585
Display,2022-06-27T00:00:00.000000+0000,723.8460634746984,985.5523146141322
Display,2022-07-04T00:00:00.000000+0000,2364.8457953564553,978.8476449555649
Display,2022-07-11T00:00:00.000000+0000,1900.1254989388265,1034.8961956510454
Display,2022-07-18T00:00:00.000000+0000,0.0,943.6352891916264
Display,2022-07-25T00:00:00.000000+0000,207.77664490341826,1123.8595022469058
Display,2022-08-01T00:00:00.000000+0000,713.1270057354348,1134.8409898555385
Display,2022-08-08T00:00:00.000000+0000,625.0555780680685,897.1423379290891
Display,2022-08-15T00:00:00.000000+0000,2456.0994314983454,811.4793278205344
Display,2022-08-22T00:00:00.000000+0000,811.697964343759,1158.7442289768967
Display,2022-08-29T00:00:00.000000+0000,463.25657994486033,1239.1802957381972
Display,2022-09-05T00:00:00.000000+0000,1214.8214180703887,1262.1843062723353
Display,2022-09-12T00:00:00.000000+0000,2778.1192092508977,1256.2228978665635
Display,2022-09-19T00:00:00.000000+0000,851.2651789938228,1031.8149848056482
Display,2022-09-26T00:00:00.000000+0000,897.15909000854,1070.6113023614348
Display,2022-10-03T00:00:00.000000+0000,577.3643108218926,1070.8813812209517
Display,2022-10-10T00:00:00.000000+0000,660.8361270110242,1082.9469079317792
Display,2022-10-17T00:00:00.000000+0000,1122.0685047900524,1055.478429171155
Display,2022-10-24T00:00:00.000000+0000,465.4172108209952,1245.5681547024685
Display,2022-10-31T00:00:00.000000+0000,1311.3456317570087,1223.3101735278674
Display,2022-11-07T00:00:00.000000+0000,2558.3713791659047,1250.1205389562951
Display,2022-11-14T00:00:00.000000+0000,2371.98298324433,1268.1017747489125
Display,2022-11-21T00:00:00.000000+0000,719.0952406117312,1228.984089215878
Display,2022-11-28T00:00:00.000000+0000,791.8472342493149,1405.323466112252
Display,2022-12-05T00:00:00.000000+0000,804.6860133519621,1319.3968549201709
Display,2022-12-12T00:00:00.000000+0000,809.1270205257769,1141.2466285584853
Display,2022-12-19T00:00:00.000000+0000,1876.1322259919868,1072.580182863968
Display,2022-12-26T00:00:00.000000+0000,623.9327422203612,1044.9675253786916
Display,2023-01-02T00:00:00.000000+0000,1133.1695682724192,1081.9576873649096
Display,2023-01-09T00:00:00.000000+0000,1822.6514176881933,1140.5378610988635
Display,2023-01-16T00:00:00.000000+0000,498.19398072951714,1242.9701993387262
Display,2023-01-23T00:00:00.000000+0000,1087.76853013906,1065.892567632205
Display,2023-01-30T00:00:00.000000+0000,1273.3274032235931,1069.7815574998824
Display,2023-02-06T00:00:00.000000+0000,1628.5857264446788,1151.2545912335386
Display,2023-02-13T00:00:00.000000+0000,459.51117233981745,991.1983277601768
Display,2023-02-20T00:00:00.000000+0000,655.0446611617792,1176.0788882892489
Display,2023-02-27T00:00:00.000000+0000,1784.9538381416685,1252.6208015570617
Display,2023-03-06T00:00:00.000000+0000,542.2013099013003,1439.7710452672043
Display,2023-03-13T00:00:00.000000+0000,1977.2384649620944,1320.6234169207275
Display,2023-03-20T00:00:00.000000+0000,1700.1038362815602,1386.8041930947718
Display,2023-03-27T00:00:00.000000+0000,2770.529352904736,1561.2514219310983
Display,2023-04-03T00:00:00.000000+0000,675.4046996728648,1560.9320470303794
Display,2023-04-10T00:00:00.000000+0000,988.9573817321707,1622.719592694349
Display,2023-04-17T00:00:00.000000+0000,2050.6224918523926,1557.178309447415
Display,2023-04-24T00:00:00.000000+0000,1782.3988389359163,1607.36654868887
Display,2023-05-01T00:00:00.000000+0000,1036.5016752130591,1422.0542547481577
Display,2023-05-08T00:00:00.000000+0000,1452.9081989866213,1466.2478180437374
Display,2023-05-15T00:00:00.000000+0000,2101.609750213199,1583.1520659555936
Display,2023-05-22T00:00:00.000000+0000,1288.0310013790388,1456.7415491640463
Display,2023-05-29T00:00:00.000000+0000,1028.9532060375018,1323.915410103521
Display,2023-06-05T00:00:00.000000+0000,1924.1913650270192,1315.8252946629614
Display,2023-06-12T00:00:00.000000+0000,1039.3383575200132,1193.4964874749592
Display,2023-06-19T00:00:00.000000+0000,719.789726451715,1031.9183682605808
Display,2023-06-26T00:00:00.000000+0000,971.7807516885824,1003.5036965271734
Display,2023-07-03T00:00:00.000000+0000,474.2777414826027,1057.0423940137512
Display,2023-07-10T00:00:00.000000+0000,808.9847964981728,963.0936489732359
Display,2023-07-17T00:00:00.000000+0000,1060.7136275117791,876.8218990832992
Display,2023-07-24T00:00:00.000000+0000,1457.2627859301251,1112.18257180221
Display,2023-07-31T00:00:00.000000+0000,1172.6014047028966,1087.23211978684
Display,2023-08-07T00:00:00.000000+0000,349.16435840051986,1180.3895933548426
Display,2023-08-14T00:00:00.000000+0000,2602.675108203003,1238.7810734395755
Display,2023-08-21T00:00:00.000000+0000,772.1771355656203,1176.4408680311944
Display,2023-08-28T00:00:00.000000+0000,1219.537530026625,1119.0312433114616
Display,2023-09-04T00:00:00.000000+0000,1276.1166371760346,1166.9081096015746
Display,2023-09-11T00:00:00.000000+0000,561.9919842447307,1321.01659132289
Display,2023-09-18T00:00:00.000000+0000,997.985788172263,1253.7944858764813
Display,2023-09-25T00:00:00.000000+0000,1555.6163350237991,1299.3813943455564
Display,2023-10-02T00:00:00.000000+0000,1582.0322121710442,1494.0734322534054
Display,2023-10-09T00:00:00.000000+0000,2064.8982646317345,1453.3142130578178
Display,2023-10-16T00:00:00.000000+0000,1136.872403318219,1475.481295521082
Display,2023-10-23T00:00:00.000000+0000,2777.0738332894193,1412.6697930291987
Display,2023-10-30T00:00:00.000000+0000,950.0428836113317,1533.3503726392394
Display,2023-11-06T00:00:00.000000+0000,739.3286439508457,1448.9668787331993
Display,2023-11-13T00:00:00.000000+0000,495.49376823719547,1268.8722075742924
Display,2023-11-20T00:00:00.000000+0000,2521.060971904125,1414.7633519572996
Display,2023-11-27T00:00:00.000000+0000,906.9642609227243,1524.8820564793502
Display,2023-12-04T00:00:00.000000+0000,624.14089536048,1500.623340030427
Display,2023-12-11T00:00:00.000000+0000,2304.0015583822765,1600.592954817348
Display,2023-12-18T00:00:00.000000+0000,3658.023469465822,1732.5564303394367
Display,2023-12-25T00:00:00.000000+0000,755.9731520199481,1560.8908209236772
Display,2024-01-01T00:00:00.000000+0000,1539.0855622462136,1585.743971877666
Display,2024-01-08T00:00:00.000000+0000,1551.2015724139046,1646.6462590079325
Display,2024-01-15T00:00:00.000000+0000,1147.7360965780485,1581.0126114527816
Display,2024-01-22T00:00:00.000000+0000,1105.7894685546335,1221.1389086573672
Display,2024-01-29T00:00:00.000000+0000,1111.3591924026125,1312.057683536608
Display,2024-02-05T00:00:00.000000+0000,1778.9323779410695,1348.1820730917964
Display,2024-02-12T00:00:00.000000+0000,779.0338471025082,1328.8462901303315
Display,2024-02-19T00:00:00.000000+0000,1483.3233510538737,1414.4612027395303
Display,2024-02-26T00:00:00.000000+0000,1828.0806786877197,1641.4304960361496
Display,2024-03-04T00:00:00.000000+0000,1396.5153087221863,1762.7685948491553
Display,2024-03-11T00:00:00.000000+0000,1832.6553974516387,1713.9533382020086
Display,2024-03-18T00:00:00.000000+0000,2921.543814927588,1784.5409978654898
Display,2024-03-25T00:00:00.000000+0000,2082.0639829066577,1757.2394096968212
Display,2024-04-01T00:00:00.000000+0000,1388.4103247638961,1679.5579067634285
Display,2024-04-08T00:00:00.000000+0000,1343.7351244103572,1604.0895389718953
Display,2024-04-15T00:00:00.000000+0000,1264.910645704527,1499.6768558137567
Display,2024-04-22T00:00:00.000000+0000,1206.6286552205781,1250.0080819808206
Display,2024-04-29T00:00:00.000000+0000,792.7683663899193,1143.1774908573366
Display,2024-05-06T00:00:00.000000+0000,997.3539321865314,1226.4683571251114
Display,2024-05-13T00:00:00.000000+0000,924.1936242640986,1192.0470990790332
Display,2024-05-20T00:00:00.000000+0000,1227.4192539187854,1166.8406529775423
Display,2024-05-27T00:00:00.000000+0000,2054.7372549060938,1236.691663699227
Display,2024-06-03T00:00:00.000000+0000,1068.3650600417318,1368.3302160837682
Display,2024-06-10T00:00:00.000000+0000,1063.259076892599,1646.2555322563671
Display,2024-06-17T00:00:00.000000+0000,1765.436740994057,1761.2861091036193
Display,2024-06-24T00:00:00.000000+0000,1845.8767854662483,1821.5774020124527
Display,2024-07-01T00:00:00.000000+0000,3220.7564615673245,1983.895665157323
Display,2024-07-08T00:00:00.000000+0000,1844.4382390421142,2081.7481066450773
Display,2024-07-15T00:00:00.000000+0000,1709.7495971894514,2169.850672717267
Display,2024-07-22T00:00:00.000000+0000,3353.2833600650574,2285.1832273100763
Display,2024-07-29T00:00:00.000000+0000,1851.1845919437656,2466.981517519028
Display,2024-08-05T00:00:00.000000+0000,1768.0796054701177,2240.5413313144613
Display,2024-08-12T00:00:00.000000+0000,2688.097177736531,2178.5287601435894
Display,2024-08-19T00:00:00.000000+0000,3300.2631071378596,2147.527987695335
Display,2024-08-26T00:00:00.000000+0000,1409.2349719307947,1907.162530024513
Display,2024-09-02T00:00:00.000000+0000,1348.337669675138,1874.6499312352798
Display,2024-09-09T00:00:00.000000+0000,1461.743417603416,2057.20171988044
Display,2024-09-16T00:00:00.000000+0000,1430.3596986984805,2039.0235186040284
Display,2024-09-23T00:00:00.000000+0000,1591.0838016299015,2033.0516488988712
Display,2024-09-30T00:00:00.000000+0000,3228.493914631401,2240.6169138579344
Display,2024-10-07T00:00:00.000000+0000,2542.671567525235,2370.9612610365507
Display,2024-10-14T00:00:00.000000+0000,3252.488149496603,2583.435531841997
Display,2024-10-21T00:00:00.000000+0000,3069.757091603299,2714.8183303337305
Display,2024-10-28T00:00:00.000000+0000,2391.0924471040667,2669.9696477641155
Display,2024-11-04T00:00:00.000000+0000,3161.5375840469906,2878.714741594121
Display,2024-11-11T00:00:00.000000+0000,2481.4220866323476,2905.0174788497466
Display,2024-11-18T00:00:00.000000+0000,1232.29434107298,2729.378182902359
Display,2024-11-25T00:00:00.000000+0000,4898.454665271447,2562.056598479595
Display,2024-12-02T00:00:00.000000+0000,2753.0934655702395,2508.128254188701
Display,2024-12-09T00:00:00.000000+0000,1847.3737819175012,2492.923454881157
Display,2024-12-16T00:00:00.000000+0000,1731.1844162211855,2333.7483984660566
Display,2024-12-23T00:00:00.000000+0000,1959.665692776916,2490.6595899631493
Display,2024-12-30T00:00:00.000000+0000,3039.8991895866397,2059.494013541302
Display,2025-01-06T00:00:00.000000+0000,1208.0216353115463,2138.66817995317
Display,2025-01-13T00:00:00.000000+0000,2487.583873049717,2278.855198646231
Display,2025-01-20T00:00:00.000000+0000,1449.1300538966716,2574.3871101189825
Display,2025-01-27T00:00:00.000000+0000,3386.4867968651806,2648.80210086918
Display,2025-02-03T00:00:00.000000+0000,2968.8699314619917,2403.11596165886
Display,2025-02-10T00:00:00.000000+0000,4095.4397080031977,2631.1780105210146
Display,2025-02-17T00:00:00.000000+0000,2554.9856187784935,2540.6873739036855
Display,2025-02-24T00:00:00.000000+0000,1074.4100759040825,2558.0907566010223
Display,2025-03-03T00:00:00.000000+0000,3032.5180262087824,2333.989803517982
Display,2025-03-10T00:00:00.000000+0000,1763.6587801110845,2241.735930065682
Display,2025-03-17T00:00:00.000000+0000,1588.3571154753668,2189.955373560656
Display,2025-03-24T00:00:00.000000+0000,1593.6791722008593,2123.799005537499
Display,2025-03-31T00:00:00.000000+0000,2230.83894384359,2225.0100278531045
Display,2025-04-07T00:00:00.000000+0000,3681.1952559629894,2273.802307965753
Display,2025-04-14T00:00:00.000000+0000,2025.7346745932362,2386.7397231004293
Display,2025-04-21T00:00:00.000000+0000,1884.0982544289275,2380.3765060857513
Display,2025-04-28T00:00:00.000000+0000,3422.8562671099685,2567.096373292342
Display,2025-05-05T00:00:00.000000+0000,2667.158101188495,2770.738127873811
Display,2025-05-12T00:00:00.000000+0000,1537.4513793579429,2703.017147439271
Display,2025-05-19T00:00:00.000000+0000,3087.438109853587,2809.7641413107576
Display,2025-05-26T00:00:00.000000+0000,3859.9729804953445,2995.128577916388
Display,2025-06-02T00:00:00.000000+0000,3139.4274124866656,2979.4151946936486
Display,2025-06-09T00:00:00.000000+0000,2879.7106255651292,3124.2862227073388
Display,2025-06-16T00:00:00.000000+0000,3367.013747273974,3221.8173650876397
Display,2025-06-23T00:00:00.000000+0000,3297.1492013280526,3231.0091534717712
Display,2025-06-30T00:00:00.000000+0000,3826.126325298017,3256.792440944341
Display,2025-07-07T00:00:00.000000+0000,2317.700518400349,3527.918302181578
Display,2025-07-14T00:00:00.000000+0000,3160.9724169266356,3446.7076736273693
Display,2025-07-21T00:00:00.000000+0000,4066.239280275905,3340.499028327917
Display,2025-07-28T00:00:00.000000+0000,5308.4343023845595,3339.293413325855
Display,2025-08-04T00:00:00.000000+0000,2230.0255971314614,3361.8491464635354
Display,2025-08-11T00:00:00.000000+0000,2517.3445848783576,3458.831624244045
Display,2025-08-18T00:00:00.000000+0000,3287.504281311554,3632.5011670514123
Display,2025-08-25T00:00:00.000000+0000,4006.57219039946,3378.186801444597
Display,2025-09-01T00:00:00.000000+0000,3093.5603406444247,3068.3499185516325
Display,2025-09-08T00:00:00.000000+0000,4550.328759385575,3223.4434795355724
Display,2025-09-15T00:00:00.000000+0000,2031.7243554213821,3323.713730226721
Display,2025-09-22T00:00:00.000000+0000,2829.739239240844,3484.0317388562044
Display,2025-09-29T00:00:00.000000+0000,3470.7740850029827,3470.779681908184
Display,2025-10-06T00:00:00.000000+0000,3319.506590407546,3673.9811891716654
Display,2025-10-13T00:00:00.000000+0000,4570.048350347417,3411.919211432963
Display,2025-10-20T00:00:00.000000+0000,3900.5557348152993,3728.0963222103737
Display,2025-10-27T00:00:00.000000+0000,4719.172398752278,3865.766390516395
Display,2025-11-03T00:00:00.000000+0000,2453.832937475952,4173.9603800607065
Display,2025-11-10T00:00:00.000000+0000,4561.141241640673,4442.5692156412415
Display,2025-11-17T00:00:00.000000+0000,3931.0997856890117,4453.407116470534
Display,2025-11-24T00:00:00.000000+0000,5936.326001357471,4499.676027005674
Display,2025-12-01T00:00:00.000000+0000,5468.3772750518265,4484.117895375333
Display,2025-12-08T00:00:00.000000+0000,4656.751556981756,4809.473008446158
Display,2025-12-15T00:00:00.000000+0000,4270.707019096423,5068.043548362133
Display,2025-12-22T00:00:00.000000+0000,4594.70734570955,5253.110164194584
Display,2025-12-29T00:00:00.000000+0000,5056.673842042549,5416.770755721072
Display,2026-01-05T00:00:00.000000+0000,6629.705560968476,5269.420766602724
Display,2026-01-12T00:00:00.000000+0000,5411.632712348626,5619.780169677033
Display,2026-01-19T00:00:00.000000+0000,7245.6107335693705,5937.409852899337
Display,2026-01-26T00:00:00.000000+0000,4289.577362105041,6242.75094523891
Display,2026-02-02T00:00:00.000000+0000,7459.626781576228,6478.323466337006
Display,2026-02-09T00:00:00.000000+0000,6811.744484874859,7129.930562501251
Display,2026-02-16T00:00:00.000000+0000,7037.436084426137,7713.873572513225
Display,2026-02-23T00:00:00.000000+0000,6941.2540108273115,
Display,2026-03-02T00:00:00.000000+0000,11842.562330282439,
Display,2026-03-09T00:00:00.000000+0000,10083.176792444407,
Email,2019-01-14T00:00:00.000000+0000,60.46488261650026,
Email,2019-01-21T00:00:00.000000+0000,171.93497933856816,
Email,2019-02-04T00:00:00.000000+0000,89.48624972265958,
Email,2019-03-11T00:00:00.000000+0000,101.68965081312729,
Email,2019-03-18T00:00:00.000000+0000,27.656969761653542,127.36726197896382
Email,2019-04-15T00:00:00.000000+0000,548.030943942224,124.71227664358923
Email,2019-04-22T00:00:00.000000+0000,19.674419636977763,122.95515424379198
Email,2019-05-06T00:00:00.000000+0000,0.0,117.24752317238496
Email,2019-05-13T00:00:00.000000+0000,39.224999933503575,104.53631682074405
Email,2019-05-20T00:00:00.000000+0000,157.87800014019012,103.33575809061178
Email,2019-05-27T00:00:00.000000+0000,43.82520115140332,101.12312370367196
Email,2019-06-03T00:00:00.000000+0000,0.0,101.52312123100407
Email,2019-06-10T00:00:00.000000+0000,18.052499920595437,222.0465464507589
Email,2019-07-01T00:00:00.000000+0000,530.3298688467055,225.08142145263366
Email,2019-07-08T00:00:00.000000+0000,22.87439985563457,205.3466714351099
Email,2019-07-15T00:00:00.000000+0000,964.1874017580387,199.8685212911845
Email,2019-07-22T00:00:00.000000+0000,63.50399994850159,214.72854500532844
Email,2019-07-29T00:00:00.000000+0000,0.0,226.20658636989603
