city,total_margin,orders_count,lat,lon
Dundas,83.79754644713798,8,-27.54125373,152.720345
Mount Perry,83.50577196003135,2,-25.05165971,151.7649168
Nanga Brook,83.47806877739669,4,-32.85801061,115.919957
Nuriootpa,83.23463822910064,4,-34.452535,138.9775456
Glenview,82.99732842565973,9,-26.75861879,153.0026578
Mount Seaview,81.8049575291929,7,-31.38019744,152.440489
Ravensdale,81.03497814187875,9,-33.18653307,151.3795802
Mount Stuart,80.59403991910354,2,-19.35503357,146.8136236
Avon,79.56669900386544,2,-34.39031374,150.6530427
Wonthaggi,78.00009266978925,4,-38.57554074,145.5892083
Frankfield,77.52265859875271,6,-22.44641442,147.1902094
Rosevale,77.35594957007063,6,-27.752513250000003,152.5101328
West Wodonga,76.69511759108865,6,-36.11702246,146.8492798
Jamberoo,76.24880979208234,4,-34.65944745,150.7880212
Wooroonooran,75.35761084364668,5,-17.43937242,145.8493437
Patho,75.20994193157077,5,-36.12201725,144.6400852
Tantanoola,74.85081048077956,2,-37.52687141,140.3061969
Injinoo,74.7600003182888,1,-10.9296492,142.3677245
Benalla,74.72952460904392,7,-36.57887415,145.9967509
Goldsborough,74.56985199232234,6,-17.11207051,145.7777489
Calperum Station,74.4958840817275,4,-33.80144585,140.659853
Evans Head,70.80892639854127,5,-29.10731672,153.4161247
Carani,70.67150001041591,3,-31.40940366,116.4825976
Meerschaum Vale,70.3291253773323,2,-28.8888335,153.4363747
Mickleham,68.92725777468146,8,-37.55651275,144.9303955
Black Creek,68.69837996493415,6,-31.62920151,152.6267783
Minnamoolka,68.68407284009658,3,-17.92045728,145.1567432
Wellesley,68.60561351670174,3,-33.20612108,115.7292144
Narromine,66.45315898651863,4,-32.25684979,148.1404522
Bowral - Mittagong,65.53532187311279,7,-34.52034662,150.5078442
Pipers River,64.69390279303566,4,-41.14467132,147.043274
Barakula,64.51481931693205,5,-26.36160883,150.684412
West Lakes Shore,63.51234418425952,7,-34.86582667,138.484935
Jerrabomberra,62.88100138908167,3,-35.3833661,149.2012352
Septimus,62.87643986773998,3,-21.25438995,148.7882738
Sale,62.70022638961548,7,-38.10435945,147.0644197
Tuan Forest,62.57438670939845,5,-25.649157539999997,152.6366451
Warrnambool,61.97053792441267,6,-38.36658489,142.4881631
Tenterfield,61.965766186143156,5,-29.02734129,152.0267409
Narangba,60.745000224560485,2,-27.18677904,152.9308543
Cooloolabin,60.553360499382634,6,-26.61176623,152.9311833
Hazelbrook,60.37386855979011,6,-33.72855329,150.4557166
Petrie,59.95729002108824,4,-27.26493694,152.972349
Bromelton,59.83528605100903,2,-28.05427658,152.9487535
Rochedale,59.48155792514139,3,-27.57920735,153.1254226
Port Davis,58.27872898296094,7,-33.21360277,138.024141
Walmer,58.15537518121246,6,-36.93597901,144.0148796
Lenah Valley,57.06245173365453,6,-42.86628219,147.2853456
Megalong Valley,56.38624125425268,7,-33.70314829,150.2431985
Pomona,55.89603958064322,6,-26.36771482,152.8494493
Macclesfield,55.425540299562115,4,-35.10940532,138.7821587
Bogie,55.40962392493866,4,-18.50753085,148.1477957
Moyston,55.19383255062539,2,-37.27360522,142.9485148
Forbes,54.79152254031504,11,-33.45664743,147.8145643
Secret Harbour,54.3510000690585,1,-32.40594137,115.7582109
Cleveland,53.26497352951043,3,-27.52967334,153.2720355
Officer,53.15291907178463,2,-38.07374936,145.4168926
Jerangle,52.99979377388324,6,-36.27330497,149.1351703
Narre Warren North,52.50613343188097,2,-37.97630502,145.3271303
Currency Creek,51.836144970984876,2,-35.47355791,138.8060385
Cunjardine,49.96362843358963,2,-31.56299059,116.7398933
Eynesbury,49.28087474609394,2,-37.75613977,144.5548914
Lake Saint Clair,49.059436133975034,6,-42.39356057,146.5311252
Lavington,48.60003331461614,5,-36.03027961,146.9247432
Broken Hill,48.45407148930843,3,-30.41665859,141.779586
Berwick,48.285409944559596,7,-38.02739229,145.3516087
Moree,47.61181453814774,2,-29.37650952,149.6762646
Durack,47.55370436043348,4,-16.21552023,127.6466624
Sawyers Gully,46.48472129280281,6,-32.78597275,151.4530268
Pottsville,46.460565314133554,3,-28.384355600000003,153.5599935
Knoxfield,46.37500010430813,4,-37.89056385,145.2493798
Beggan Beggan,46.35700555978424,5,-34.56508633,148.334036
Mitchell,45.829859039804944,3,-12.5126925,130.996827
The Keppels,45.7392998054035,4,-23.20732729,150.9260648
Cement Mills,45.640988909267016,6,-27.78753205,151.6332619
Arumbera,45.47200006060302,1,-23.77613412,133.8545135
Stockyard Point,45.41850156895364,4,-22.99998841,150.6956673
Canyonleigh,44.10389397178527,2,-34.6070473,150.3733255
Minigin,43.75176451192169,2,-32.95108411,117.3438097
Glenore Grove,43.36364056057542,2,-27.54969577,152.3906253
Oakdale,43.17199992388487,4,-34.05201027,150.5907011
Churchill,43.036937990831085,3,-38.31633833,146.4232518
East Haldon,42.259690550907976,2,-27.69782719,152.2517973
Sunbury,42.129511779711905,7,-37.54986494,144.7353476
Mount Buller,41.9206019170192,1,-37.23181637,146.2804539
Jindivick,41.68799986783415,1,-38.13848937,145.8415566
Dumgree,41.317599297836026,3,-24.428080659999996,150.4914175
Bunbury,40.82793038532997,6,-33.38006394,115.64873619999999
Chambers Flat,40.65068111599952,2,-27.727171,153.1013156
Rowland Flat,40.471912723002646,2,-34.54235162,138.9481731
Cygnet,40.220650740931184,2,-43.1724833,147.1329822
Miranda,39.655000023543835,2,-32.58209892,137.8200612
Cradle Mountain,39.33139411714802,3,-41.60872857,146.0629633
Bournda,39.06230958827498,1,-36.83402567,149.8845729
Port Stephens,38.89013500229753,3,-32.70738445,152.0486858
Blairmount,38.13106186608727,9,-34.05004288,150.7983257
Braidwood,38.04583100455092,2,-35.4149112,149.8569302
Elgin Vale,37.522906108863864,2,-26.64441254,151.9630639
Copperhannia,37.45552679863101,4,-33.50971594,149.5662223
Shoal Bay,36.46998216671938,5,-12.38429372,131.0391782
Horsham,36.11439936155294,2,-36.7188618,142.1962316
Burgowan,35.95026058345374,6,-25.293982079999996,152.6098431
Highbury,35.864989828271646,6,-34.85206048,138.7178696
Sassafras,35.61600006278604,1,-41.23817177,146.546274
Roxby Downs Station,34.9440000616014,1,-30.60534416,136.7042214
Kyabram,34.558835710240174,2,-36.27831806,145.0738189
Burringbar,34.5439486108005,1,-28.46896064,153.4949753
Tandegin,33.761704835797396,4,-31.51529582,118.3367435
Deua,33.51457598193424,2,-35.90864193,149.9081481
Chandler,32.87588899804712,1,-27.51500038,153.1684148
Fiddletown,32.600948294994126,3,-33.58918546,151.0798131
Bungonia,32.58000008761883,5,-34.70462047,149.7714642
Lynam,32.05148441913451,5,-19.22933166,146.5481646
Kew East,31.113023803014887,3,-37.79062729,145.0525383
Port Kennedy,30.894851011907313,2,-32.37222861,115.7538026
Innawanga,30.852619686323422,1,-22.75724821,117.2701273
Bridgenorth,30.78893967178971,2,-41.37224828,146.9954522
Pakenham,30.77226333600465,3,-38.07091137,145.4921671
Murrindindi,30.687563968979752,6,-37.30589729,145.4539561
Emerald,30.550000071525577,1,-37.92068668,145.4571928
Armadale,30.504487772359283,5,-37.85668946,145.0201624
Castlereagh,30.267914994888237,3,-33.69342013,150.6886912
Deanside,30.156937924777157,1,-37.71945523,144.6993082
Clarence Town,29.852855586232216,3,-32.62128833,151.6899016
Strathmore,29.728519590028636,2,-17.96717911,143.4221919
Undera,28.453697428299463,2,-36.29695518,145.2682795
Shelburne,28.044390975885694,1,-13.97914143,140.0545823
Three Rivers,27.7949999878183,1,-20.1105263,140.3100266
Andromache,27.68091799459427,2,-20.40919719,148.5258232
Mia Mia,27.64686436348341,7,-37.1313222,144.5268639
Langhorne Creek,27.300189491230622,2,-35.30691128,139.0153289
Naturaliste,27.26329028917225,2,-33.61472779,115.0800002
Mount Cottrell,27.249999949708585,1,-37.8333678,144.602922
Littlehampton,27.2164832133416,1,-35.04241146,138.8640008
Coldstream,27.129370475740632,1,-37.71140198,145.4244373
Buffalo Creek,27.017581957231418,2,-12.37252689,130.9153527
Talmalmo,25.90257078034884,2,-35.9712002,147.1791453
Mansfield,25.76792411670557,1,-37.04611836,146.1374498
Jeeralang,25.643597260510266,3,-38.28170796,146.4205743
Birkdale,25.50504824537132,1,-27.49852938,153.2108117
Doreen,25.064999917522073,2,-37.59486256,145.1188269
Ferodale,24.293977916430915,1,-32.7638157,151.8620077
Highett,23.85417393295659,2,-37.95037685,145.0404444
Wallaroo Plain,23.814053000507286,4,-33.93188147,137.6436832
Blue Mountains,23.781021905357196,4,-33.7168963125,150.3622455
Cargo,23.55193233249351,5,-33.28274973,149.0546976
Carlton,23.436067552279173,3,-37.80044996,144.9681492
Rawbelle,23.27451075182544,3,-24.85536246,151.0843585
Ocean Grove,23.169318168267065,1,-38.25985795,144.5381188
Ward Belt,22.615068040435915,3,-34.58520986,138.7318737
Ellenbrook,22.560217137502754,2,-31.76812084,116.0244222
Bowelling,22.259999893605713,2,-33.38814228,116.2795896
Ridgewood,21.962489943681508,3,-26.42768501,152.8830864
Burnett Creek,21.86985740461906,1,-28.08880033,152.6666333
Monbulk,21.46501752386887,2,-37.87400029,145.4278176
Christies Beach,21.145300819047545,2,-35.13475889,138.477599
Toolangi,20.981389808767144,2,-37.59089479,145.5190352
Warragul,20.94629248880356,5,-38.16117886,145.9385524
Mount Martha,20.596543333184623,2,-38.2754807,145.0306483
Chadstone,20.034990847466737,1,-37.8821401,145.1001724
Basalt,19.75559912559539,1,-20.23380582,145.9617891
Ellangowan,19.741221633423546,1,-28.87479917,152.9575047
Maragle,19.11170046395361,1,-35.79284348,148.0369748
Shoalwater,18.48779487333743,5,-23.65993876,149.4833569
Selwyn,18.335639685094954,2,-36.85654651,146.8155537
Emu Park,17.645629424337343,1,-23.2701137,150.8158533
Canowindra,17.58879228982199,1,-33.54442949,148.6363435
Risdon Vale,17.424189814817804,1,-42.80817195,147.3702406
Barrington Tops,17.324999889358878,2,-31.92964805,151.8190969
Elimbah,16.992443937630394,1,-27.00006126,152.9608615
Noosa North Shore,16.829872292437823,2,-26.29810925,153.0030965
Elwood,16.768081683958165,4,-37.88079276,144.9854806
Tanami East,16.501550375201553,1,-16.79745292,132.8294165
Togari,16.188020677970176,1,-40.90415762,144.9339757
Gingerah,15.906771210184466,1,-18.63977602,122.47727
Lonnavale,15.794206721400455,2,-43.16075567,146.9195478
Toonumbar,15.535560749931786,1,-28.50085016,152.9177436
Meelon,15.475688074792396,1,-32.64644979,115.8475731
Limbri,15.419192666033162,6,-31.08720387,151.1584264
Greenbank,14.913323928195851,4,-27.72680189,152.9309677
Upper Corindi,14.843996840540065,2,-30.06719578,153.1535767
Serpentine,14.74991516354734,1,-32.366375,115.9582219
Cape Cleveland,14.366121639202795,2,-19.30892726,146.9666336
Upper Lansdowne,13.759200418817997,5,-31.899909400000002,152.4829029
Londonderry,13.5106108281698,2,-33.61656607,150.6935768
Toolonga,13.425305035360244,1,-27.41454569,114.7124846
Moranbah,12.900637824579015,1,-22.02782758,147.9318322
Irrewillipe,12.872045084680943,1,-38.3683654,143.5427217
Toolleen,12.813027439362186,1,-36.75941104,144.2892015
Claremont,12.1477356351299,8,-42.79315881,147.2278719
Kullogum,12.068911543659473,1,-25.20762773,152.3339248
Great Sandy Strait,11.605482246349707,1,-25.38513416,152.8724723
Manly,11.576624855952256,2,-33.80485888,151.2912981
McLaren Vale,11.501105644215208,2,-35.20301648,138.56744
Beauchamp,10.796991638363727,3,-35.7310945,143.8436524
Marcollat,10.421999966958538,3,-36.85065834,140.6082544
Leongatha South,10.301246191974018,1,-38.458296,145.983557
Blackmans Bay,10.192180958239458,1,-43.00753639,147.3181832
Napier,9.630244830816928,1,-34.93866723,117.8357195
Lilydale,9.525664165534254,2,-37.75566417,145.3678129
Jolly Nose,9.360244969509749,1,-31.58058989,152.8093609
Waitpinga,9.284576486320189,1,-35.52239418,138.5283342
Arthurs Creek,9.228963782943506,1,-37.58106562,145.2213142
Port Kembla,8.879025253927692,1,-34.47054021,150.895331
Upper Rouchel,8.840242334002113,4,-32.08496267,150.9763507
Hargraves,8.758167093523916,1,-32.62709012,149.6364715
Busselton,8.598089968178272,1,-33.72070019,115.3031855
Wellington Park,8.554890992970437,3,-42.94675551,147.1848788
Beaconsfield Upper,8.34081827398049,6,-37.99473811,145.4320453
Wabonga,8.13600337376677,1,-36.59989081,146.4368808
Nankin,7.934221002372658,1,-23.31210604,150.6075254
Braybrook,7.193016572525542,2,-37.78668414,144.8548364
Epping,7.028423360820934,6,-37.63792907,145.0104421
Beechworth,6.800512003911662,3,-36.35470227,146.7105004
Hamilton,6.409002688857423,1,-37.78976238,142.002771
Tea Gardens,6.143682379981441,2,-32.6554722,151.9230071
Figtree,6.117540077840017,1,-34.43078458,150.8487473
Wilton,5.9198525923054035,3,-34.22762661,150.6334193
Port Fairy,5.413210339329308,1,-38.26734061,142.1434986
Woombye,5.38198919449214,4,-26.6571393,152.9785029
Cordeaux,4.967372926458578,2,-34.40395499,150.7868579
Rockleigh,4.799643544209525,1,-35.06142782,139.1551182
Auburn,4.735650110511482,6,-33.85465889,151.0262165
Bilpin,4.628703626731443,1,-33.48568647,150.6208725
Karrakup,4.400095100690135,1,-32.24406135,116.0384028
Cowra,4.2681617501919,1,-33.87696626,148.6301863
Tanami,4.1804119937750785,1,-19.18798242,127.5275892
South Morang,3.800600796781993,2,-37.63233942,145.0847311
Torres Strait,3.3670188071441167,2,-10.08469321,142.3497384
Condobolin,3.355579571378721,1,-32.80177647,146.5734728
Flinders Chase,3.1861976607815268,1,-35.82997737,137.165327
West Wyalong,2.9212608397472435,1,-33.78792572,147.2157357
Central Plateau,2.908168958554792,1,-41.72613057,146.4872377
Arrowsmith,2.710448099816049,2,-29.32568789,115.0917499
Boneo,2.451723479923343,2,-38.42095995,144.896351
Crafers - Bridgewater,2.25621778137505,1,-34.98793308,138.700266
Lalor,1.5968994527170144,1,-37.66584797,145.0074684
Lightning Ridge,1.3324502743871385,4,-29.26943882,147.9877848
Pine Lodge,0.752693178812549,1,-36.44483636,145.4799659
Laguna,0.0,5,-32.95517361,151.1731838
Bendoc,0.0,1,-37.35399553,148.6074534
Killingworth,0.0,2,-32.94570683,151.5510556
Creswick,0.0,1,-37.39203049,143.8651121
Briagolong,0.0,3,-37.71431274,146.9473248
Warrawidgee,0.0,1,-34.34842387,145.9218086
Karnup,0.0,2,-32.41744454,115.7945186
Thornlands,0.0,1,-27.56744449,153.2612001
Barmera,0.0,1,-34.28388396,140.4455396
Mount Coolon,0.0,2,-20.99279035,147.4880582
Palmwoods,0.0,1,-26.69336505,152.9493251
Kongorong,0.0,1,-37.86051095,140.7243155
Berry,0.0,3,-34.76112136,150.6838348
Wilmot,0.0,2,-41.31974617,146.2177118
Parkes,0.0,2,-33.09550276,148.2242627
Laceys Creek,0.0,4,-27.15154897,152.7666011
Holsworthy,0.0,1,-34.06682009,150.9140337
Gunnedah,0.0,2,-30.92726456,150.1854953
Lowanna,0.0,1,-30.20241036,152.9965782
Lake Gilles,0.0,1,-32.70951378,136.7592835
Lyndon,0.0,2,-24.61604963,114.4604135
Cooloola,0.0,3,-25.98160473,153.0045512
Fitzroy,0.0,1,-37.80090846,144.9791573
Upper Barron,0.0,1,-17.32212487,145.4994911
Berkeley,0.0,1,-34.47865604,150.8431975
Kobble Creek,0.0,5,-27.325280280000005,152.8308937
Durong,0.0,2,-26.52950836,151.5528592
Mildura,0.0,3,-34.20801672,142.1245535
Dural,0.0,1,-33.67551591,151.0357641
Mount Colah,0.0,1,-33.66679021,151.1281128
Lakesland,0.0,1,-34.19120395,150.5136691
