city,total_margin,margin_share,cumulative_share
Coventry,1631.6189037756606,0.0005823442509528675,0.4910912167193906
Barin Guo Yu Mongolu Autonomous Prefecture,1623.9355613074129,0.0005796019743684688,0.49167081869375906
Londrina,1612.998489137518,0.0005756984028385875,0.49224651709659767
Zaragoza,1608.1020356458923,0.0005739508001757918,0.4928204678967735
Zhoukou,1602.9186789150601,0.0005721007983243465,0.49339256869509784
Weinan,1592.4455163587324,0.0005683628016696995,0.49396093149676756
Virginia Beach,1583.3770411207895,0.0005651261546760271,0.4945260576514436
Várzea Grande,1573.2103329829504,0.0005614975352591486,0.4950875551867027
Tianshui,1569.3929005392345,0.0005601350480803996,0.4956476902347831
Zhuhai,1549.639690962521,0.000553084891939007,0.4962007751267221
Yichang,1539.816281863405,0.0005495788000443922,0.49675035392676653
Arlington,1534.171526511718,0.0005475641195209662,0.4972979180462875
Honghe Hani Dai Autonomous Prefecture,1524.5142397263478,0.0005441173186618627,0.49784203536494936
Seattle,1510.009145539838,0.0005389402775099754,0.49838097564245937
Manchester,1501.6804455210163,0.0005359676651170641,0.4989169433075764
Four-stage,1500.719507965298,0.0005356246950400428,0.49945256800261645
Leshan,1497.0791286105461,0.000534325400220878,0.4999868934028373
Nanyang,1496.0022554803638,0.0005339410513542915,0.5005208344541916
Itaboraí,1489.230786822444,0.0005315242334108845,0.5010523586876025
Aurora,1469.4208574846002,0.0005244538333101131,0.5015768125209126
Duisburg,1463.3710676479432,0.0005222945911471927,0.5020991071120597
Dresden,1463.08072457119,0.0005221909642394878,0.5026212980762992
Zhenjiang,1461.168769442144,0.0005215085646454997,0.5031428066409447
Denver,1456.0557518303808,0.000519683667664752,0.5036624903086094
São Gonçalo do Amarante,1455.80761677623,0.0005195951053038292,0.5041820854139133
Huaibei,1449.1772573895157,0.000517228650942661,0.5046993140648559
Sheffield,1449.0199610665816,0.0005171725100085588,0.5052164865748645
Shaoguan,1446.3184431817426,0.0005162083060480373,0.5057326948809125
Meishan,1441.3055636917127,0.0005144191495575215,0.5062471140304701
São José dos Campos,1430.3765499948179,0.0005105184541927864,0.5067576324846629
Durham,1417.7980442027433,0.0005060290354218704,0.5072636615200847
Colorado Springs,1413.258061564775,0.0005044086614592198,0.5077680701815439
Gainesville,1408.542377226604,0.0005027255774637551,0.5082707957590077
Conselheiro Lafaiete,1396.6880180252317,0.0004984946152496775,0.5087692903742573
San Francisco,1395.9242208059775,0.0004982220069105016,0.5092675123811679
Tonghua,1394.55177380283,0.0004977321642026419,0.5097652445453705
Pingxiang,1390.5880196533035,0.0004963174530615625,0.5102615619984321
Xuchang,1389.0709998340014,0.0004957760105909538,0.510757338009023
Tieling,1381.217583493574,0.0004929730326126991,0.5112503110416358
Jiujiang,1376.7562485968722,0.0004913807289671249,0.5117416917706029
Yanbian Korean Autonomous Prefecture,1371.8900608472147,0.000489643928508689,0.5122313356991116
Daqing,1369.281075697308,0.0004887127505851226,0.5127200484496968
Richmond,1366.1126661398446,0.000487581907416915,0.5132076303571137
Macapá,1365.1547015128624,0.0004872399984136249,0.5136948703555273
Pomona,1363.763128513343,0.0004867433294094989,0.5141816136849368
Pyeongtaek City,1362.2938767777273,0.00048621893593780134,0.5146678326208746
Xuancheng,1359.2390160538912,0.00048512861970288214,0.5151529612405774
Atlanta,1354.7838663935215,0.0004835385236419409,0.5156364997642193
Saitama City,1349.4486680129162,0.0004816343276943155,0.5161181340919136
Bristol,1348.1744324144424,0.0004811795378083847,0.516599313629722
Qujing,1343.4411734520893,0.0004794901812198952,0.5170788038109418
Nantes,1337.7326100468276,0.00047745272684095825,0.5175562565377828
Plano,1327.3676078135902,0.0004737533338959073,0.5180300098716787
Hami,1326.9583830289168,0.00047360727668846106,0.5185036171483671
Siheung City,1315.6733207444188,0.0004695795033353729,0.5189731966517025
Yongzhou,1302.5167369703433,0.0004648837616365711,0.519438080413339
Honolulu,1292.9315638985524,0.0004614626990221157,0.5198995431123612
Strasbourg,1285.5431482822814,0.0004588256853494809,0.5203583687977107
Yangquan,1282.444993509454,0.00045771991695200574,0.5208160887146627
Plymouth,1281.9483699055454,0.00045754266606336106,0.521273631380726
Detroit,1281.3053849833136,0.00045731317707420766,0.5217309445578002
Glendale,1278.3771967023097,0.00045626807174525846,0.5221872126295455
Nürnberg,1275.177013800838,0.0004551258882915382,0.522642338517837
Valladolid,1275.051447651839,0.00045508107223503466,0.523097419590072
Porto Seguro,1273.9847996870271,0.00045470037285194874,0.5235521199629241
Limeira,1271.6406504690558,0.0004538637180318174,0.5240059836809559
Springfield,1269.2610365748706,0.0004530144054456739,0.5244589980864015
Fontana,1269.0998238948011,0.00045295686671699046,0.5249119549531185
Stoke-on-Trent,1269.0329117947992,0.00045293298499028017,0.5253648879381088
Cuiabá,1263.3095281740445,0.00045089024109963783,0.5258157781792084
Águas Lindas de Goiás,1261.7149674159919,0.00045032112334297407,0.5262660993025514
Salt,1251.0299516142616,0.00044650751373776583,0.5267126068162892
Lavras,1249.4569205598273,0.00044594608018915937,0.5271585528964783
Xiangtan,1239.0288098739313,0.00044222416308451016,0.5276007770595628
Nanping,1235.6111328515897,0.00044100435338448226,0.5280417814129472
Changzhi,1228.4163053574275,0.0004384364336220136,0.5284802178465692
Anqing,1226.100055788694,0.00043760973651952066,0.5289178275830887
Franca,1225.142120122639,0.00043726783785273096,0.5293550954209414
Jining,1224.790931648714,0.00043714249449692774,0.5297922379154383
Mesa,1217.239481768048,0.0004344472919504334,0.5302266852073887
Woodstock,1210.933998508345,0.00043219678975456495,0.5306588819971433
Toledo,1209.3246821344305,0.0004316224055425748,0.5310905044026859
Nice,1207.8074340911512,0.00043108088161610605,0.531521585284302
Itapipoca,1205.5288636555024,0.00043026763264569963,0.5319518529169478
Schaerbeek,1204.8897667620165,0.0004300395313403874,0.5323818924482882
Omaha,1204.7242531962884,0.0004299804575743055,0.5328118729058624
Praia Grande,1198.9391742275234,0.0004279156938779712,0.5332397885997404
Stuttgart,1197.825875681293,0.00042751834434586464,0.5336673069440863
Ituverava,1197.3845138933093,0.00042736081705856263,0.5340946677611448
Jiamus,1190.8919262888749,0.00042504353509002145,0.5345197112962348
Hannover,1189.9640317763035,0.0004247123584692822,0.5349444236547041
Cheongju City,1186.5275708276781,0.0004234858445618832,0.5353679094992659
Jinzhou,1181.3945035876095,0.0004216537916296137,0.5357895632908956
Lauro de Freitas,1180.1514944827522,0.0004212101468517672,0.5362107734377474
Hayward,1179.9611382421779,0.0004211422064386751,0.536631915644186
Neijiang,1179.46745042282,0.00042096600336655865,0.5370528816475526
Herne,1179.1921624660777,0.0004208677498107838,0.5374737493973634
São Félix do Xingu,1178.3032976854552,0.00042055050336697744,0.5378942999007303
Bilbao,1177.898320709965,0.0004204059622533024,0.5383147058629837
Ribeirão Preto,1172.0788961261353,0.00041832894019722984,0.5387330348031809
Chifeng,1170.2790563232873,0.0004176865559006277,0.5391507213590815
Oxford,1156.8719632662976,0.0004129014044503344,0.5395636227635319
Warrington,1155.8702366547784,0.00041254387627270985,0.5399761666398046
Fullerton,1154.5028002341235,0.00041205582190151493,0.5403882224617061
São José de Ribamar,1153.8385809469435,0.00041181875411419876,0.5408000412158204
Macaé,1150.4375339434978,0.00041060487986630066,0.5412106460956867
Washington,1149.7782313881753,0.000410369566919238,0.5416210156626059
Palma,1146.8697348059322,0.0004093314897924862,0.5420303471523984
Stockton,1145.5857107083662,0.0004088732062744587,0.5424392203586729
Angers,1144.9084180394514,0.0004086314724412441,0.5428478518311141
Muriaé,1142.8342422771693,0.00040789117436806314,0.5432557430054821
Chat,1128.2444673196924,0.0004026839096388289,0.5436584269151209
Huzhou,1125.004824976126,0.0004015276426394986,0.5440599545577604
Auburn,1124.7863957180011,0.00040144968263154906,0.5444614042403919
Bragança,1118.1771924312518,0.0003990907791348374,0.5448604950195267
Haixi Mongolian Tibetan Autonomous Prefecture,1115.4782817411601,0.0003981275057132234,0.5452586225252399
Lancaster,1115.0228943225202,0.00039796497251102305,0.5456565874977509
Oklahoma City,1108.6605866215034,0.0003956941889941696,0.5460522816867451
Gwangju City,1103.134739160711,0.0003937219481155009,0.5464460036348606
Geoje city,1102.2110405016974,0.0003933922690449504,0.5468393959039056
Baoji,1102.0554031111378,0.0003933367202036027,0.5472327326241092
Greenville,1098.7245251185159,0.00039214789011274005,0.547624880514222
Gimpo City,1098.5498758139643,0.00039208555569248836,0.5480169660699145
Niterói,1093.311895089199,0.00039021605788597827,0.5484071821278005
Pohang City,1087.889643877203,0.00038828079174434366,0.5487954629195448
Dublin,1086.744378701344,0.0003878720329407807,0.5491833349524856
Lianyungang,1081.799747962975,0.0003861072352438977,0.5495694421877295
Hebi,1080.1716887836865,0.0003855261615010796,0.5499549683492306
Ipatinga,1080.11973946931,0.0003855076201710557,0.5503404759694017
Toulon,1078.5489509738163,0.0003849469870184875,0.5507254229564202
Liaoyuan,1078.2510820417706,0.00038484067404324993,0.5511102636304634
Ontario,1076.8209993508206,0.00038433026047085577,0.5514945938909344
Asan City,1076.5111210765974,0.00038421966121813107,0.5518788135521525
Imbituba,1076.237047717916,0.0003841218411668936,0.5522629353933194
Tampa,1075.2977409842388,0.00038378659138830096,0.5526467219847077
Lafayette,1074.3858194227491,0.00038346111570435016,0.553030183100412
Vila Velha,1074.3662765510987,0.0003834541406203239,0.5534136372410323
Camaçari,1064.2170058335687,0.00037983174482677124,0.5537934689858591
Lincoln,1063.5833247952382,0.00037960557650477175,0.5541730745623639
Temecula,1062.4748538853091,0.0003792099500136518,0.5545522845123775
Arujá,1059.4978472395333,0.0003781474208279429,0.5549304319332055
Jeonju City,1059.367311397046,0.0003781008310285481,0.555308532764234
Baltimore,1054.347271317087,0.0003763091188380652,0.555684841883072
Pingdingshan,1054.0412073716975,0.00037619988096480384,0.5560610417640368
White,1053.367895382071,0.0003759595678835143,0.5564370013319203
Gold Coast,1053.2043087070351,0.000375901181847707,0.556812902513768
Xiangxi Tujia Miao Autonomous Prefecture,1051.8595106633927,0.00037542120738332955,0.5571883237211513
Manhuaçu,1049.4670652114664,0.00037456731506115584,0.5575628910362125
Thornton,1047.5907828179165,0.0003738976474920198,0.5579367886837046
Sacramento,1039.438935498934,0.0003709881559374234,0.558307776839642
Gunpo City,1039.3940293661863,0.0003709721284029436,0.5586787489680449
Monroe,1037.3665479598278,0.00037024849610242633,0.5590489974641474
Tangará da Serra,1035.274166912236,0.00036950170034574065,0.5594184991644932
Arlington Heights,1035.188586664418,0.00036947115573437544,0.5597879703202275
Lyon,1031.6585242225099,0.0003682112343374164,0.5601561815545649
Mönchengladbach,1031.2120772102126,0.0003680518920728932,0.5605242334466378
Shangluo,1024.617413969263,0.0003656981780919812,0.5608899316247298
Zhumadian,1024.339616970474,0.00036559902902916854,0.561255530653759
Portland,1020.0806266367892,0.0003640789445719795,0.561619609598331
Lagarto,1019.6552705327541,0.0003639271299042165,0.5619835367282352
North Charleston,1017.451061034181,0.0003631404212393319,0.5623466771494745
Copper City,1015.3680667089801,0.0003623969757158453,0.5627090741251903
Koshigaya City,1007.8781301944913,0.0003597237280235556,0.5630687978532138
Jundiaí,1006.559480199862,0.00035925308610980085,0.5634280509393237
Zhaoqing,999.7030124259077,0.0003568059309678947,0.5637848568702916
Zhaotong,999.5322835335467,0.0003567449957895219,0.5641416018660811
Codó,998.70481558253,0.00035644966260662777,0.5644980515286877
Meizhou,996.9696930322824,0.00035583037666951515,0.5648538819053572
São Cristóvão,991.6452508613519,0.0003539300197414376,0.5652078119250987
Santa Inês,991.5707722893852,0.0003539034374506198,0.5655617153625493
Luliang,988.5231497524111,0.0003528157046109387,0.5659145310671603
Leipzig,987.1012676793143,0.00035230821793688465,0.5662668392850971
Changde,981.2344272160162,0.00035021427258778796,0.5666170535576849
Brussels,980.6012038032217,0.0003499882675978014,0.5669670418252827
Ponta Porã,967.5399658295062,0.00034532655595256395,0.5673123683812352
Santa Ana,966.9931507620695,0.0003451313911318333,0.567657499772367
Leesburg,964.2705627568089,0.0003441596669939799,0.568001659439361
Fukuoka City,959.3502963450368,0.00034240356521591056,0.5683440630045768
Abaetetuba,958.8258487081162,0.00034221638359796053,0.5686862793881748
Franklin,957.9852648399117,0.00034191636918775735,0.5690281957573626
Parnamirim,956.0524923588118,0.00034122653963248326,0.5693694222969952
Mansfield,952.8240018316608,0.00034007425284946575,0.5697094965498446
Valinhos,952.5801468182461,0.00033998721808613995,0.5700494837679307
San Sebastián,952.0643358079963,0.00033980311898327827,0.570389286886914
Miami,951.8922836248587,0.0003397417115066413,0.5707290285984207
Suining,947.6142726344744,0.00033821483835017166,0.5710672434367708
Mokpo City,946.9772644587499,0.0003379874825331456,0.571405230919304
Esmeraldas,945.801397719906,0.0003375678016666958,0.5717427987209707
Düsseldorf,945.5743504362113,0.0003374867657826127,0.5720802854867533
Jingzhou,944.3825391518553,0.0003370613941176612,0.572417346880871
Penedo,943.6408530477471,0.00033679667749925255,0.5727541435583703
Yili Kazakh Autonomous Prefecture,941.8037634642034,0.0003361409983115535,0.5730902845566819
Nagoya city,938.1443209161444,0.00033483489961128526,0.5734251194562932
Nottingham,937.2570033090344,0.0003345182053721624,0.5737596376616653
Chesapeake,936.5024540411813,0.0003342488977371637,0.5740938865594024
Montreuil,928.6130499339542,0.0003314330752956266,0.574425319634698
