date,category,margin
2019-06-24,Intimates,0.0
2019-06-25,Tops & Tees,0.0
2019-06-25,Suits & Sport Coats,0.0
2019-06-26,Jeans,92.86200010031462
2019-06-26,Swim,0.0
2019-06-26,Leggings,0.0
2019-06-26,Plus,0.0
2019-06-26,Shorts,30.84000002592802
2019-06-26,Active,0.0
2019-06-27,Maternity,26.62815973704696
2019-06-27,Sweaters,0.0
2019-06-28,Fashion Hoodies & Sweatshirts,0.0
2019-06-28,Maternity,0.0
2019-06-28,Tops & Tees,0.0
2019-06-29,Jeans,0.0
2019-06-29,Intimates,10.939439901349544
2019-06-29,Shorts,0.0
2019-06-30,Underwear,0.0
2019-06-30,Swim,0.0
2019-06-30,Fashion Hoodies & Sweatshirts,0.0
2019-07-01,Active,0.0
2019-07-01,Sleep & Lounge,0.0
2019-07-01,Socks,0.0
2019-07-01,Dresses,0.0
2019-07-02,Intimates,0.0
2019-07-03,Jeans,36.08000001311302
2019-07-03,Pants,0.0
2019-07-03,Shorts,0.0
2019-07-04,Tops & Tees,0.0
2019-07-04,Sleep & Lounge,16.736280518465932
2019-07-05,Sweaters,0.0
2019-07-05,Underwear,13.424999988637865
2019-07-05,Active,18.937999937683344
2019-07-06,Socks & Hosiery,0.0
2019-07-06,Dresses,0.0
2019-07-06,Maternity,0.0
2019-07-07,Jeans,16.158099943311502
2019-07-08,Swim,0.0
2019-07-08,Active,0.0
2019-07-08,Jeans,0.0
2019-07-09,Swim,0.0
2019-07-09,Fashion Hoodies & Sweatshirts,0.0
2019-07-09,Active,0.0
2019-07-10,Pants,0.0
2019-07-11,Sweaters,0.0
2019-07-11,Active,0.0
2019-07-11,Sleep & Lounge,0.0
2019-07-12,Sweaters,0.0
2019-07-12,Intimates,6.563049933866411
2019-07-12,Fashion Hoodies & Sweatshirts,0.0
2019-07-12,Dresses,0.0
2019-07-12,Pants,27.81899994984269
2019-07-12,Outerwear & Coats,62.254048119430266
2019-07-12,Plus,0.0
2019-07-12,Socks & Hosiery,0.0
2019-07-13,Dresses,0.0
2019-07-13,Jeans,68.53560157826692
2019-07-14,Fashion Hoodies & Sweatshirts,111.12569775512738
2019-07-14,Sleep & Lounge,0.0
2019-07-15,Sleep & Lounge,0.0
2019-07-15,Accessories,145.858000472188
2019-07-16,Pants,0.0
2019-07-16,Shorts,0.0
2019-07-16,Swim,0.0
2019-07-16,Blazers & Jackets,0.0
2019-07-16,Pants & Capris,12.608950379661472
2019-07-16,Jeans,71.6560004130006
2019-07-17,Active,0.0
2019-07-17,Outerwear & Coats,0.0
2019-07-18,Socks,0.0
2019-07-18,Intimates,0.0
2019-07-18,Blazers & Jackets,0.0
2019-07-19,Outerwear & Coats,51.92422872984826
2019-07-19,Active,17.339999943505973
2019-07-19,Accessories,57.321000138763345
2019-07-21,Fashion Hoodies & Sweatshirts,0.0
2019-07-21,Jeans,0.0
2019-07-21,Suits & Sport Coats,0.0
2019-07-21,Shorts,0.0
2019-07-21,Intimates,6.495000002905726
2019-07-21,Dresses,0.0
2019-07-21,Underwear,0.0
2019-07-21,Socks & Hosiery,0.0
2019-07-22,Jeans,38.80800013244152
2019-07-22,Maternity,38.99479885563701
2019-07-22,Accessories,0.0
2019-07-23,Intimates,0.0
2019-07-24,Shorts,0.0
2019-07-24,Suits,0.0
2019-07-24,Fashion Hoodies & Sweatshirts,18.50715961849332
2019-07-25,Underwear,13.424999988637865
2019-07-25,Outerwear & Coats,0.0
2019-07-25,Maternity,0.0
2019-07-26,Sleep & Lounge,21.167999982833862
2019-07-26,Shorts,0.0
2019-07-26,Outerwear & Coats,0.0
2019-07-26,Active,0.0
2019-07-26,Socks & Hosiery,0.0
2019-07-26,Intimates,0.0
2019-07-27,Intimates,0.0
2019-07-27,Socks,5.092079885985777
2019-07-27,Sleep & Lounge,0.0
2019-07-28,Accessories,0.0
2019-07-28,Underwear,0.0
2019-07-28,Suits & Sport Coats,0.0
2019-07-28,Shorts,16.860800375413895
2019-07-29,Maternity,0.0
2019-07-29,Sweaters,0.0
2019-07-30,Accessories,0.0
2019-07-30,Sweaters,0.0
2019-07-30,Outerwear & Coats,67.5948030404605
2019-07-31,Accessories,16.220989903942204
2019-07-31,Tops & Tees,0.0
2019-08-01,Swim,0.0
2019-08-01,Underwear,0.0
2019-08-01,Jeans,0.0
2019-08-01,Shorts,0.0
2019-08-02,Active,0.0
2019-08-02,Suits & Sport Coats,84.79244417756559
2019-08-03,Intimates,21.456890933406207
2019-08-03,Jeans,53.59000005526468
2019-08-03,Swim,0.0
2019-08-03,Tops & Tees,0.0
2019-08-03,Socks,0.0
2019-08-04,Maternity,0.0
2019-08-04,Jeans,0.0
2019-08-04,Outerwear & Coats,0.0
2019-08-05,Swim,0.0
2019-08-05,Pants & Capris,0.0
2019-08-05,Leggings,0.0
2019-08-05,Tops & Tees,0.0
2019-08-05,Active,0.0
2019-08-06,Tops & Tees,0.0
2019-08-06,Swim,23.373999904841185
2019-08-06,Jeans,48.83178932706548
2019-08-07,Socks & Hosiery,0.0
2019-08-07,Shorts,0.0
2019-08-07,Active,0.0
2019-08-08,Sweaters,0.0
2019-08-08,Intimates,25.29494080535456
2019-08-08,Socks & Hosiery,0.0
2019-08-09,Jeans,19.750610789808785
2019-08-09,Accessories,0.0
2019-08-09,Sleep & Lounge,0.0
2019-08-10,Tops & Tees,0.0
2019-08-10,Intimates,6.070349829813091
2019-08-10,Sweaters,94.12199998204596
2019-08-10,Jeans,33.39115904213875
2019-08-11,Jeans,0.0
2019-08-11,Fashion Hoodies & Sweatshirts,0.0
2019-08-11,Blazers & Jackets,47.22269887335152
2019-08-12,Intimates,0.0
2019-08-12,Swim,0.0
2019-08-12,Plus,0.0
2019-08-13,Pants,0.0
2019-08-14,Outerwear & Coats,177.1519993916154
2019-08-14,Sleep & Lounge,0.0
2019-08-15,Accessories,0.0
2019-08-15,Fashion Hoodies & Sweatshirts,0.0
2019-08-15,Plus,0.0
2019-08-15,Dresses,5.737100183451176
2019-08-15,Shorts,9.655169870981872
2019-08-16,Active,10.865959833339751
2019-08-16,Underwear,0.0
2019-08-17,Swim,0.0
2019-08-17,Intimates,0.0
2019-08-18,Active,0.0
2019-08-18,Jeans,17.56498085406095
2019-08-19,Socks & Hosiery,9.57000003196299
2019-08-19,Sweaters,0.0
2019-08-19,Tops & Tees,0.0
2019-08-19,Swim,0.0
2019-08-20,Sleep & Lounge,54.91300021484494
2019-08-20,Socks & Hosiery,0.0
2019-08-20,Tops & Tees,0.0
2019-08-21,Shorts,19.571999922394753
2019-08-21,Jeans,0.0
2019-08-21,Sleep & Lounge,23.562000061385334
2019-08-21,Socks,0.0
2019-08-22,Sleep & Lounge,0.0
2019-08-22,Maternity,0.0
2019-08-22,Sweaters,0.0
2019-08-22,Active,0.0
2019-08-22,Swim,0.0
2019-08-23,Accessories,0.0
2019-08-24,Maternity,0.0
2019-08-24,Sweaters,0.0
2019-08-24,Sleep & Lounge,42.4596482669305
2019-08-24,Shorts,27.08082052560926
2019-08-24,Socks,0.0
2019-08-25,Jeans,0.0
2019-08-25,Shorts,7.4699999985750765
2019-08-25,Fashion Hoodies & Sweatshirts,0.0
2019-08-25,Tops & Tees,8.955519931865409
2019-08-26,Blazers & Jackets,0.0
2019-08-26,Swim,22.56855972075701
2019-08-26,Sweaters,18.33711029788047
2019-08-26,Jeans,75.68000023067
2019-08-27,Suits & Sport Coats,0.0
2019-08-27,Sleep & Lounge,34.63300007209182
2019-08-27,Dresses,0.0
2019-08-27,Underwear,0.0
2019-08-28,Swim,0.0
2019-08-28,Intimates,0.0
2019-08-28,Sweaters,70.96479051878214
2019-08-29,Plus,18.96458088991612
2019-08-29,Active,0.0
2019-08-29,Swim,11.124099756808583
2019-08-29,Blazers & Jackets,0.0
2019-08-30,Fashion Hoodies & Sweatshirts,0.0
2019-08-30,Swim,0.0
2019-08-30,Sweaters,0.0
2019-08-30,Intimates,0.0
2019-08-30,Maternity,96.65999983996154
2019-08-31,Active,0.0
2019-08-31,Shorts,17.89800003170967
2019-08-31,Intimates,0.0
2019-09-01,Shorts,14.34239961052537
2019-09-01,Accessories,0.0
2019-09-01,Tops & Tees,0.0
2019-09-01,Intimates,32.414689470347426
2019-09-02,Underwear,0.0
2019-09-02,Pants,0.0
2019-09-02,Outerwear & Coats,0.0
2019-09-03,Active,0.0
2019-09-03,Outerwear & Coats,22.794300968644023
2019-09-03,Jeans,0.0
2019-09-03,Suits & Sport Coats,0.0
2019-09-04,Intimates,6.2171198869767785
2019-09-04,Maternity,0.0
2019-09-04,Accessories,0.0
2019-09-04,Blazers & Jackets,100.2692729598391
2019-09-04,Sweaters,0.0
2019-09-05,Sleep & Lounge,0.0
2019-09-05,Outerwear & Coats,0.0
2019-09-05,Skirts,0.0
2019-09-05,Jumpsuits & Rompers,0.0
2019-09-06,Maternity,0.0
2019-09-06,Underwear,0.0
2019-09-06,Jeans,18.309190809925497
2019-09-06,Socks,9.298569897979796
2019-09-06,Sleep & Lounge,38.1536410639292
2019-09-07,Swim,0.0
2019-09-07,Intimates,53.335119226382226
2019-09-07,Tops & Tees,0.0
2019-09-07,Skirts,0.0
2019-09-07,Dresses,41.82200004905462
2019-09-07,Maternity,20.26503969569415
2019-09-08,Sleep & Lounge,29.115839060224445
2019-09-10,Socks,0.0
2019-09-10,Sweaters,28.180800661277768
2019-09-10,Tops & Tees,0.0
2019-09-10,Sleep & Lounge,0.0
2019-09-11,Sweaters,0.0
2019-09-11,Sleep & Lounge,24.834480974782707
2019-09-11,Pants,0.0
2019-09-11,Active,0.0
2019-09-11,Intimates,0.0
2019-09-12,Shorts,21.84000000357628
2019-09-12,Sleep & Lounge,0.0
2019-09-12,Active,0.0
2019-09-12,Blazers & Jackets,0.0
2019-09-12,Swim,0.0
2019-09-12,Tops & Tees,0.0
2019-09-13,Sweaters,0.0
2019-09-13,Accessories,0.0
2019-09-13,Leggings,12.895699836782367
2019-09-14,Socks,0.0
2019-09-14,Blazers & Jackets,0.0
2019-09-14,Swim,0.0
2019-09-14,Fashion Hoodies & Sweatshirts,18.066440525774787
2019-09-15,Outerwear & Coats,0.0
2019-09-16,Underwear,0.0
2019-09-16,Fashion Hoodies & Sweatshirts,43.21799996495247
2019-09-16,Pants,0.0
2019-09-17,Shorts,0.0
2019-09-18,Tops & Tees,0.0
2019-09-18,Shorts,35.250000050291426
2019-09-18,Active,0.0
2019-09-18,Socks,0.0
2019-09-19,Tops & Tees,0.0
2019-09-19,Dresses,0.0
2019-09-19,Active,0.0
2019-09-19,Intimates,0.0
2019-09-19,Sweaters,0.0
2019-09-19,Socks & Hosiery,0.0
2019-09-19,Blazers & Jackets,0.0
2019-09-19,Leggings,0.0
2019-09-20,Skirts,17.04155049391538
2019-09-20,Outerwear & Coats,0.0
2019-09-20,Suits & Sport Coats,0.0
2019-09-20,Sweaters,0.0
2019-09-21,Maternity,0.0
2019-09-21,Underwear,0.0
2019-09-21,Jeans,29.883330854881635
2019-09-22,Active,0.0
2019-09-22,Outerwear & Coats,0.0
2019-09-22,Maternity,0.0
2019-09-22,Blazers & Jackets,0.0
2019-09-22,Sleep & Lounge,0.0
2019-09-23,Plus,0.0
2019-09-23,Socks,11.724200116029197
2019-09-23,Intimates,0.0
2019-09-23,Fashion Hoodies & Sweatshirts,5.995520020752698
2019-09-24,Pants,0.0
2019-09-24,Outerwear & Coats,0.0
2019-09-24,Tops & Tees,0.0
2019-09-24,Fashion Hoodies & Sweatshirts,0.0
2019-09-24,Shorts,0.0
2019-09-24,Sweaters,0.0
2019-09-24,Dresses,37.87600006535649
2019-09-24,Leggings,0.0
2019-09-25,Accessories,0.0
2019-09-25,Underwear,6.767789877074808
2019-09-25,Shorts,0.0
2019-09-25,Pants,0.0
2019-09-25,Socks,0.0
2019-09-26,Active,24.389999974519014
2019-09-26,Outerwear & Coats,72.08999974653125
2019-09-26,Underwear,0.0
2019-09-26,Accessories,0.0
2019-09-26,Fashion Hoodies & Sweatshirts,25.703999936580654
2019-09-26,Jeans,0.0
2019-09-26,Tops & Tees,0.0
2019-09-26,Swim,0.0
2019-09-26,Suits & Sport Coats,122.01960192173125
2019-09-27,Active,18.659999929368496
2019-09-27,Pants,8.55980015311092
2019-09-27,Fashion Hoodies & Sweatshirts,0.0
2019-09-27,Jeans,0.0
2019-09-28,Shorts,0.0
2019-09-28,Swim,34.55339823322595
2019-09-29,Pants,22.71940064898729
2019-09-29,Outerwear & Coats,0.0
2019-09-29,Tops & Tees,14.892000042367723
2019-09-29,Shorts,0.0
2019-09-29,Sleep & Lounge,0.0
2019-09-29,Jeans,0.0
2019-09-30,Leggings,0.0
2019-09-30,Accessories,0.0
2019-09-30,Intimates,0.0
2019-09-30,Maternity,12.709050398894398
2019-09-30,Blazers & Jackets,0.0
2019-10-01,Accessories,118.00000034272671
2019-10-01,Outerwear & Coats,0.0
2019-10-01,Suits & Sport Coats,0.0
2019-10-01,Dresses,0.0
2019-10-01,Underwear,0.0
2019-10-02,Pants & Capris,19.052000008523464
2019-10-02,Underwear,0.0
2019-10-02,Accessories,0.0
2019-10-02,Intimates,0.0
2019-10-02,Leggings,0.0
2019-10-03,Outerwear & Coats,0.0
2019-10-03,Underwear,0.0
2019-10-03,Active,0.0
2019-10-04,Swim,29.919999986886975
2019-10-04,Fashion Hoodies & Sweatshirts,0.0
2019-10-04,Intimates,4.644000006839633
2019-10-05,Intimates,0.0
2019-10-06,Pants,0.0
2019-10-06,Dresses,0.0
2019-10-06,Shorts,26.844630925173757
2019-10-06,Intimates,22.308000050485138
2019-10-07,Active,0.0
2019-10-07,Suits & Sport Coats,0.0
2019-10-07,Tops & Tees,0.0
2019-10-07,Jeans,0.0
2019-10-07,Accessories,38.76000014692545
2019-10-08,Dresses,0.0
2019-10-08,Shorts,14.421000001486393
2019-10-08,Accessories,0.0
2019-10-08,Sweaters,34.6290001347661
2019-10-08,Swim,20.981249876786023
2019-10-09,Shorts,12.90000001899898
2019-10-09,Intimates,0.0
2019-10-09,Accessories,0.0
2019-10-09,Fashion Hoodies & Sweatshirts,0.0
2019-10-09,Active,0.0
2019-10-10,Underwear,0.0
2019-10-10,Sleep & Lounge,0.0
2019-10-11,Shorts,0.0
2019-10-11,Outerwear & Coats,0.0
2019-10-11,Sleep & Lounge,15.943619860676229
2019-10-11,Fashion Hoodies & Sweatshirts,0.0
2019-10-11,Plus,3.7439999878406516
2019-10-11,Jeans,0.0
2019-10-12,Suits & Sport Coats,0.0
2019-10-12,Outerwear & Coats,0.0
2019-10-12,Sweaters,23.64527075890407
2019-10-12,Jeans,76.023999966681
2019-10-13,Socks,0.0
2019-10-13,Intimates,0.0
2019-10-13,Tops & Tees,13.056450381185115
2019-10-14,Dresses,66.1770000346005
2019-10-14,Sweaters,0.0
2019-10-14,Intimates,0.0
2019-10-14,Fashion Hoodies & Sweatshirts,0.0
2019-10-14,Suits & Sport Coats,0.0
2019-10-15,Swim,41.74083975983024
2019-10-15,Shorts,0.0
2019-10-15,Outerwear & Coats,106.07704761329742
2019-10-15,Sweaters,0.0
2019-10-15,Intimates,0.0
2019-10-15,Suits & Sport Coats,29.596320271000558
2019-10-15,Tops & Tees,0.0
2019-10-16,Intimates,0.0
2019-10-16,Underwear,0.0
2019-10-16,Active,0.0
2019-10-16,Sleep & Lounge,0.0
2019-10-16,Shorts,32.159999907016754
2019-10-16,Maternity,13.349999953061342
2019-10-17,Underwear,0.0
2019-10-17,Swim,19.134200914520022
2019-10-17,Jeans,60.50100008037407
2019-10-18,Sweaters,0.0
2019-10-18,Swim,0.0
2019-10-18,Pants,0.0
2019-10-18,Sleep & Lounge,57.97999981790781
2019-10-18,Jeans,33.258000053465366
2019-10-18,Dresses,0.0
2019-10-19,Swim,0.0
2019-10-19,Leggings,25.238950214891872
2019-10-19,Accessories,0.0
2019-10-19,Fashion Hoodies & Sweatshirts,37.48373900605202
2019-10-20,Dresses,0.0
2019-10-20,Sleep & Lounge,0.0
2019-10-20,Suits & Sport Coats,0.0
2019-10-21,Swim,0.0
2019-10-21,Intimates,25.76115038347467
2019-10-21,Active,0.0
2019-10-21,Sweaters,0.0
2019-10-22,Leggings,0.0
2019-10-22,Pants,0.0
2019-10-22,Tops & Tees,9.012079931518135
2019-10-22,Sweaters,0.0
2019-10-22,Blazers & Jackets,41.443180943868754
2019-10-22,Outerwear & Coats,0.0
2019-10-22,Sleep & Lounge,16.601310575107632
2019-10-22,Fashion Hoodies & Sweatshirts,0.0
2019-10-23,Underwear,6.474599865683913
2019-10-23,Intimates,0.0
2019-10-23,Accessories,0.0
2019-10-23,Jeans,20.397359396419816
2019-10-23,Pants,20.35491083884627
2019-10-23,Blazers & Jackets,0.0
2019-10-23,Tops & Tees,0.0
2019-10-23,Maternity,19.07399993017316
2019-10-24,Outerwear & Coats,0.0
2019-10-24,Intimates,0.0
2019-10-24,Tops & Tees,0.0
2019-10-24,Blazers & Jackets,77.52899973280728
2019-10-24,Fashion Hoodies & Sweatshirts,0.0
2019-10-25,Sleep & Lounge,0.0
2019-10-26,Accessories,0.0
2019-10-26,Skirts,0.0
2019-10-27,Outerwear & Coats,112.10244812749625
2019-10-27,Swim,77.14199979230762
2019-10-27,Intimates,0.0
2019-10-27,Fashion Hoodies & Sweatshirts,36.750000016763806
2019-10-27,Accessories,0.0
2019-10-27,Sweaters,33.44924840656854
2019-10-27,Shorts,0.0
2019-10-28,Socks,6.6464998774454
2019-10-28,Shorts,0.0
2019-10-28,Sweaters,0.0
2019-10-28,Accessories,0.0
2019-10-28,Intimates,0.0
2019-10-28,Swim,8.879999965429306
2019-10-28,Blazers & Jackets,0.0
2019-10-28,Tops & Tees,0.0
2019-10-29,Sleep & Lounge,0.0
2019-10-29,Pants & Capris,19.388490812080207
2019-10-30,Fashion Hoodies & Sweatshirts,15.385950583542876
2019-10-30,Sweaters,0.0
2019-10-30,Blazers & Jackets,161.74353305863337
2019-10-30,Suits & Sport Coats,27.783160596426725
2019-10-30,Accessories,0.0
2019-10-30,Swim,0.0
2019-10-30,Shorts,0.0
2019-10-30,Sleep & Lounge,38.96214830225557
2019-10-30,Tops & Tees,4.41100000590086
2019-10-30,Active,0.0
2019-10-31,Outerwear & Coats,0.0
2019-10-31,Suits,55.32199977966957
2019-10-31,Fashion Hoodies & Sweatshirts,0.0
2019-10-31,Shorts,0.0
2019-10-31,Swim,0.0
2019-11-01,Shorts,0.0
2019-11-01,Suits & Sport Coats,9.569609955054112
2019-11-01,Socks & Hosiery,0.0
2019-11-01,Skirts,0.0
2019-11-02,Suits & Sport Coats,209.16000075638294
2019-11-02,Socks & Hosiery,0.0
2019-11-02,Active,0.0
2019-11-02,Maternity,0.0
2019-11-02,Jeans,0.0
2019-11-02,Tops & Tees,0.0
2019-11-03,Accessories,0.0
2019-11-03,Sweaters,0.0
2019-11-03,Intimates,8.980000019073486
2019-11-03,Swim,0.0
