category,brand,complete_cnt,returned_cnt,avg_margin,avg_price,purchases,buyout_rate,buyout_smooth,expected_margin,log_purchases,margin_norm,buyout_norm,popularity_norm,boost,actual_score,rating,rating_boosted,price_1,price_2,product_1,product_2,product_name_1,product_name_2
Accessories,LibbySue,17,6,10.831391327164095,18.347826086956523,17,0.7391304347504726,0.7318029598731353,7.926444232762892,2.8903717578961645,0.02498340733611645,0.6525932743739464,0.5281850861789994,1.1,0.37266717494053464,3.96,4.356,20.0,18.0,14063,13664,LibbySue-Classic Cashmere Feel Winter Scarf in Rich Plaids,LibbySue-Essential Solid Crinkle Scarf
Accessories,Private Island,12,4,5.246815541374776,9.024374842643738,12,0.749999999953125,0.7365191413774409,3.864380077499163,2.5649493574615367,0.010137244716439744,0.6627548159313473,0.4687175598483206,1.1,0.3700906333562829,3.99,4.389,9.989999771118164,9.1899995803833,14102,14015,80's - 80's -'Club' - Half frame Clear Lens Wayfarer - Black,Wool Fashion French Beret Black
Accessories,Coloriffics,5,1,8.7849765823803,14.603333155314127,5,0.8333333331944445,0.7593436047383416,6.670815785606575,1.791759469228055,0.019543172078556895,0.7119326800053709,0.3274252272500432,1.0,0.3657379260419639,4.14,4.14,16.989999771118164,2.6700000762939453,14331,13690,Bulk Discount Colored Rhinestone Lanyards with ID Badge Holder & Key Chain Attached :: Perfect for Nurses Doctors Lawyers Gifts Students and Anyone Else Who is Required to Wear an ID Badge (5x 10x 20x 30x 50x 100x and more),Retractable Colorful Rhinestone Lanyards with Breakaway Feature ID Badge Holder & Key Chain
Accessories,Modadorn,5,1,7.698739892287403,12.989999771118164,5,0.8333333331944445,0.7593436047383416,5.8459889017523885,1.791759469228055,0.01665549588556577,0.7119326800053709,0.3274252272500432,1.0,0.36429408794546836,4.14,4.14,12.989999771118164,12.989999771118164,13860,14189,Modadorn Leopard Print Tie Dye Circular Infinity Scarf Women's fashion clothing & accessories,Modadorn Cheetah Infinity Leopard Winter Scarf Women's fashion clothing & accessories
Accessories,Alki'i,5,1,7.017256542568256,11.65666643778483,5,0.8333333331944445,0.7593436047383416,5.328508878407491,1.791759469228055,0.014843825130147328,0.7119326800053709,0.3274252272500432,1.0,0.36338825256775914,4.14,4.14,9.989999771118164,9.989999771118164,13646,13790,Alki'i Braided Aviator womens warm beanie snowboarding winter snow hats - 5 colors,Alki'i Braided Neon Aviator warm beanie snowboarding winter snow hats -4 colors
Accessories,Collection XIIX,7,2,14.854154457505444,26.06555551952786,7,0.777777777691358,0.7447104039901824,11.062043366981449,2.0794415416798357,0.03567761185662083,0.6804038091626228,0.3799961049632608,1.0,0.35804071050962183,4.04,4.04,38.0,4.730000019073486,13762,13862,Collection XIIX Women's Lace Hole Oversized Loop Scarf,collection eighteen Women's Floppy Ribbon Sun Hat
Accessories,TrendsBlue,34,13,6.149112245587864,10.147872163894329,34,0.7234042553037574,0.7219210118563766,4.439173334353227,3.5553480614894135,0.012535930689335449,0.6313015099775392,0.6497025225644302,1.1,0.3541105923667811,3.89,4.279000000000001,13.93000030517578,12.989999771118164,13655,13968,Classic Premium Unisex Plain Solid Color Winter Fringe Scarf - Different Colors Available,Premium Oversize Large Solid Color Soft Square Scarf - Different Colors Available
Accessories,Columbia,14,6,18.68424148583095,31.215499877929688,14,0.699999999965,0.7049832558604489,13.172077395963973,2.70805020110221,0.04585960186823956,0.594807216599601,0.4948677362829437,1.1,0.35236675015731234,3.78,4.158,29.89999961853028,23.989999771118164,14177,13914,Columbia Sportswear Women's Peak Ascent Peruvian Hat,Columbia Women's Hit The Trail Beanie
Accessories,LeSportsac,8,3,28.043163457884432,47.436363220214844,8,0.7272727272066115,0.7214046512292127,20.230468553698923,2.1972245773362196,0.07073957178386552,0.6301889531417302,0.4015197178579126,1.0,0.3504642624627978,3.89,3.89,32.599998474121094,32.0,14269,14071,LeSportsac Kasey Cross-Body,LeSportsac Claire Wallet
Accessories,Tifosi,5,2,32.729605369660774,57.445713588169646,5,0.7142857141836735,0.7146763338713803,23.391074374646205,1.791759469228055,0.08319811499263431,0.615692039403237,0.3274252272500432,1.0,0.34944507719793566,3.85,3.85,60.02999877929688,54.0,14001,13708,Tifosi Tyrant Wrap Sunglasses,Tifosi Slip Shield Sunglasses
Accessories,Kipling,3,1,21.382000043988228,38.0,3,0.7499999998125,0.7249641197009619,15.501182839335854,1.3862943611198906,0.05303138425589082,0.6378582268465094,0.25333073664217387,1.0,0.3454448055512001,3.91,3.91,42.0,34.0,14110,14180,Kipling Brownie Large Organizer Wallet,Kipling New Money Deluxe Wallet
Accessories,Julbo,3,2,60.41701795581055,108.27799987792969,3,0.59999999988,0.6766331783875644,40.880158888138645,1.3862943611198906,0.15680295903791314,0.5337237977080153,0.25333073664217387,1.0,0.34526337837296417,3.6,3.6,68.98999786376953,134.47000122070312,14079,14305,Julbo Micropore Mountain Sunglasses,Julbo Explorer Mountain Sunglasses
Accessories,Sunny Belt,4,1,5.824474170104437,9.970000267028809,4,0.79999999984,0.7432998450542311,4.329330748160999,1.6094379124341003,0.011672905484550865,0.6773646018645689,0.2941078773539874,1.0,0.3445187536745599,4.03,4.03,9.970000267028809,9.970000267028809,14101,14288,Womens Classic Smooth Faux Leather Belt,Womens Ultra Trendy Sleek Faux Leather Skinny Belt
Accessories,Under Armour,6,3,45.61526270340735,78.10110982259114,6,0.6666666665925925,0.692078825042814,31.56935741579346,1.9459101490553132,0.11745363798598787,0.5670031743021858,0.3555946452104427,1.0,0.34222840614408684,3.7,3.7,94.98999786376952,67.98999786376953,13834,14223,Under Armour Igniter Pro Sport Sunglasses,Under Armour Power Oversized Sunglasses
Accessories,Artex,3,1,14.943839882658645,26.489999771118164,3,0.7499999998125,0.7249641197009619,10.83374772548375,1.3862943611198906,0.03591603361997614,0.6378582268465094,0.25333073664217387,1.0,0.3368871302332428,3.91,3.91,20.989999771118164,31.989999771118164,14299,13927,Military Wool Jeep Cap - Olive,Buffalo Plaid Hunter Cap - Red W28S34E - L/XL
Accessories,SwypeGloves,3,1,14.73785240463468,24.989999771118164,3,0.7499999998125,0.7249641197009619,10.684414194808685,1.3862943611198906,0.035368431847941334,0.6378582268465094,0.25333073664217387,1.0,0.3366133293472254,3.91,3.91,24.989999771118164,24.989999771118164,14075,13965,SwypeGloves Pink Texting Gloves - 'Pink Sands of Bermuda' Touchscreen Gloves (Pink),SwypeGloves Black Texting Gloves - 'Adrenaline' Touchscreen Gloves
Accessories,Luxury Divas,23,10,9.327715979815034,15.423636190819018,23,0.6969696969485768,0.701151108739848,6.540138401257709,3.1780538303479458,0.020986002772147804,0.586550426188861,0.5807559638922171,1.1,0.3341450359285549,3.76,4.136,8.0,27.989999771118164,13768,13901,Ivory Hand Made Knit Headband With Flower Detail,Black Gorgeous Rhinestone Studded Belt
Accessories,Manzella,3,1,10.860069942932874,18.454999923706055,3,0.7499999998125,0.7249641197009619,7.873161046069206,1.3862943611198906,0.02505964721712835,0.6378582268465094,0.25333073664217387,1.0,0.3314589370318189,3.91,3.91,16.959999084472656,19.950000762939453,13772,13877,Manzella Women's Snowflake Convertible Gloves,Manzella Women's Tahoe Touch Tip Gloves
Accessories,FursNewYork,2,1,27.484333702060084,45.96666717529297,2,0.6666666664444444,0.7038075135241127,19.343680563713882,1.0986122886681096,0.06925396611748814,0.5922739479795176,0.20075985892895626,1.0,0.33076395704850287,3.78,3.78,49.0,39.900001525878906,14174,14134,Fox Ear Muffs,Rex Chinchilla Ear Muffs
Accessories,Kenneth Cole REACTION,7,3,12.475175146871806,21.27400016784668,7,0.69999999993,0.7074748837906732,8.825873087301426,2.0794415416798357,0.029353279432950175,0.6001757081929464,0.3799961049632608,1.0,0.3147644938129483,3.8,3.8,20.950000762939453,19.989999771118164,14249,14178,Kenneth Cole Reaction Womens Clutch Wallet Trifold Textured Glazed W Coin Purse,Kenneth Cole Reaction Slim Chance Women's Clutch Wallet W Gift Box New Style
Accessories,TopTie,5,2,6.133339883700396,11.132856913975306,5,0.7142857141836735,0.7146763338713803,4.383352862470117,1.791759469228055,0.012494001085644942,0.615692039403237,0.3274252272500432,1.0,0.31409302024444097,3.85,3.85,14.989999771118164,5.989999771118164,13667,13988,Zebra Animal Print Pashmina Shawl - Snow White Gift Idea,TopTie Unisex Elastic Y-Back Suspenders 1 inch(3CM) Solid J-Clip Suspender--Black
Accessories,Scarf_tradinginc,10,4,4.116791375777756,6.74571418762207,10,0.7142857142346939,0.7145624031588943,2.9417043387795636,2.3978952727983707,0.00713316290787912,0.6154465629158428,0.43819018015630723,1.0,0.31128986291186095,3.85,3.85,2.5,12.989999771118164,13606,13620,Elegant PASHMINA SCARF WRAP SHAWL STOLE,Scarf_tradinginc Elegant Paisley Jacquard Pashmina Scarf Wrap Stole **Multiple colors**
Accessories,Buxton,7,3,9.26931597339226,14.96299991607666,7,0.69999999993,0.7074748837906732,6.557808241094721,2.0794415416798357,0.020830750873776418,0.6001757081929464,0.3799961049632608,1.0,0.3105032295333614,3.8,3.8,12.989999771118164,28.690000534057617,13871,13837,Buxton Deluxe Snap Card Case for Women,Buxton Heiress French Purse
Accessories,Dorfman Pacific,4,2,17.774908284350484,28.521666526794434,4,0.6666666665555555,0.6968436047383416,12.386331162760204,1.6094379124341003,0.04344220991180789,0.5772694261086018,0.2941078773539874,1.0,0.31035581801020484,3.73,3.73,33.0,29.989999771118164,14191,13755,Dorfman Pacific Outdoor Camel Solarweave Bonnie Hat,Western Cowgirl Hat with Glass Beads by Dorfman Pacific
Accessories,La Fiorentina,2,1,12.107360005037263,21.329999923706055,2,0.6666666664444444,0.7038075135241127,8.521250940486565,1.0986122886681096,0.028375471338098927,0.5922739479795176,0.20075985892895626,1.0,0.31032470965880826,3.78,3.78,23.989999771118164,20.0,13890,14066,La Fiorentina Women's Chunky Knit Set,La Fiorentina Women's Carin Muffler
Accessories,Carhartt,17,9,13.792922304136303,23.006923015301044,17,0.6538461538210059,0.6708193798837073,9.25255958684487,2.8903717578961645,0.032856408289782466,0.5211973173235421,0.5281850861789994,1.1,0.3047295490873285,3.56,3.9160000000000004,38.0,30.0,13792,13845,Carhartt Women's Side Saddle Belt,Carhartt Women's Dearborn Belt
Accessories,Cashmere Pashmina Group,8,4,19.916188362987537,32.16499996185303,8,0.6666666666111111,0.6886135307187939,13.714556787097404,2.1972245773362196,0.04913463731920615,0.559536809352065,0.4015197178579126,1.0,0.3043357233356356,3.68,3.68,25.5,31.989999771118164,13683,13725,SCARVES- PASHMINA STOLE from Cashmere Pashmina Group in many vibrant colors,CASHMERE PASHMINA SHAWL (LARGE) from Cashmere Pashmina Group in 55 vibrant colors
Accessories,106Shades,7,3,4.522886870135284,7.622999763488769,7,0.69999999993,0.7074748837906732,3.1998288628473217,2.0794415416798357,0.008212736357968443,0.6001757081929464,0.3799961049632608,1.0,0.30419422227545745,3.8,3.8,9.899999618530272,6.949999809265137,13947,14268,2 Tone Nerdy Geek Eye Glasses,Fashion Vintage Round Thick Horn Style Sunglasses (More Color)
Accessories,American Apparel,9,4,8.299384630356844,13.846153846153847,9,0.6923076922544379,0.702152072861455,5.8274301216795585,2.302585092994046,0.01825226344680528,0.5887071155592534,0.42077324567507446,1.0,0.30347968950302934,3.77,3.77,12.0,14.0,13918,14282,American Apparel Unisex Wool Blend Fingerless Gloves,American Apparel Twist Scarf
Accessories,NYGiftStop Scarf,2,1,3.5041498709840853,5.823333104451497,2,0.6666666664444444,0.7038075135241127,2.4662470077131493,1.0986122886681096,0.005504502870553697,0.5922739479795176,0.20075985892895626,1.0,0.29888922542503565,3.78,3.78,5.989999771118164,5.489999771118164,14326,13678,Winter Fall Plain Solid Scarf,Long and Wide Pashmina Silk Scarf with Skull Designer Inspired Pattern Many Colors
Accessories,ULTRAFINO PANAMA HAT,1,1,22.913116045266616,38.9900016784668,1,0.49999999975,0.6791248063177888,15.56086549637871,0.6931471805599453,0.05710173767510855,0.5390922893013607,0.12666536832108694,1.0,0.2980970134882346,3.62,3.62,39.9900016784668,37.9900016784668,13805,13661,USHANKA TROOPER Black Pilot AVIATOR Soft Faux Fur Leather Hat Trapper Men and Women,Best PILOT TROOPER Brown Shell AVIATOR Faux Leather Hat USHANKA Trapper Men and Women
Accessories,MG,4,2,5.084849929252887,8.5633331934611,4,0.6666666665555555,0.6968436047383416,3.5433451542540833,1.6094379124341003,0.009706671668711432,0.5772694261086018,0.2941078773539874,1.0,0.2934880488886566,3.73,3.73,6.25,10.989999771118164,13842,14157,Low Profile Dyed Cotton Twill Cap - Navy W39S55D,Enzyme Regular Solid Army Caps-Olive W35S45D (One Size)
Accessories,Chaos,1,1,16.153299761079996,26.479999542236328,1,0.49999999975,0.6791248063177888,10.970106571636636,0.6931471805599453,0.039131289124737796,0.5390922893013607,0.12666536832108694,1.0,0.28911178921304925,3.62,3.62,25.0,27.959999084472656,14007,13878,Chaos Women's Francis Knit Cadet with Fleece Lining,Chaos Women's Wow Quilted Trapper Hat with Faux Fur Lining
